day,W=14|q=0.2,W=14|q=0.3,W=28|q=0.2,W=28|q=0.3
2024-12-12,0.0003690469712963462,0.0009638481306783698,-0.0014254101553842914,0.0009445768866430282
2024-12-13,0.0002759735154865568,0.00011770471096023644,0.0001297521184985276,0.00011535242526710223
2024-12-14,-0.0014619417310998823,-0.0004481098938194334,-0.0018093164687018957,-0.00043838933668715203
2024-12-15,0.0006128048662746346,-0.000661218433740218,0.0008844699705607098,-0.000646997324427329
2024-12-16,-0.0062748095958450895,-0.004369465212525361,-0.00577574016633881,-0.004259853369924629
2024-12-17,-0.005689612089326181,-0.0048847306850737255,-0.0036042095048862085,-0.004756878198439025
2024-12-18,0.00097825017812239,-8.80004181214673e-05,0.0005566350967903361,-8.458531300265472e-05
2024-12-19,-0.004450480530397619,-0.004038598622780284,-0.002822057234077724,-0.00391241435198355
2024-12-20,0.00810822575205788,0.0028076719097436635,0.006806924542209869,0.0027197704229463865
2024-12-21,-0.0048183170662306225,-0.0027404122356637713,-0.003454133078114974,-0.002655069984591377
2024-12-22,0.00857317198366021,0.007781926435684983,0.008386110711449478,0.007498883870545786
2024-12-23,0.009570850815631434,0.0059505945675789925,0.006373827273921052,0.005671830287015322
2024-12-24,3.822417120528188e-05,0.004226090636469954,0.0013372793944365043,0.004030222640423388
2024-12-25,0.001026958901230439,0.0010318232194948176,0.0006852551854726015,0.000982982463529321
2024-12-26,-0.0018322892408949118,-0.002238332702122512,-0.0012217174846001781,-0.0021317115919447967
2024-12-27,-0.0016965817858008963,-0.0023844757781265272,-0.0011427645529265452,-0.002271557076767699
2024-12-28,-0.0018017435482599034,-0.0021447573722962595,-0.0012127888223564718,-0.002043463151542952
2024-12-29,-0.0032566550305304803,-0.0025679668969250252,-0.0022918072862341218,-0.0024999484456794006
