enter_term_sys1,enter_term_sys2,leave_term_sys1,leave_term_sys2,win_rate,profit_loss_ratio,expectancy,mdd,final_whole_asset,positive_rate,median_asset,mean_asset,s1_return_median,s1_return_mean,s2_return_median,s2_return_mean,s1_max_consec_win,s1_max_consec_loss,s2_max_consec_win,s2_max_consec_loss,overall_max_consec_win,overall_max_consec_loss,final_win_count,final_loss_count,min_equity,min_realized_pnl,final_equity
10,55,5,20,0.3076923076923077,3.1498038744563455,45.483163281026364,-0.23817634587381126,1764.5320973800249,0.9365256124721604,2382.2500217950133,2257.8051506724473,-0.03047132396241455,-0.009581851652320299,-0.029495872997159188,-0.0011402162261512194,2,6,1,5,3,8,12,27,9985.478109759999,0.0,11764.532097380034
10,55,6,20,0.2702702702702703,3.898136321860742,59.252110842703416,-0.21880676434608076,2183.0168306000237,0.9365256124721604,2769.7866658700236,2561.066915027815,-0.033776178949978086,-0.009344463443103027,-0.025811042750071993,0.00901126801493528,1,8,1,4,2,9,10,27,9985.478109759999,0.0,12183.016830600034
10,55,7,20,0.2571428571428571,4.062655470125877,57.29495526142932,-0.2323278780548881,1996.0121635700284,0.9365256124721604,2623.213156645027,2541.1380754133193,-0.034833079921461896,-0.0063931271999447415,-0.029190956629576166,0.007295839649940596,1,8,1,4,2,9,9,26,9985.478109759999,0.0,11996.01216357003
10,55,8,20,0.28125,3.8547008842128414,77.73164669843831,-0.23804040854115474,2456.922229840025,0.9365256124721604,2730.2186224800225,2558.1741773898766,-0.051348913271159764,-0.01775165625602068,-0.029190956629576166,0.015463413012288214,2,8,1,4,3,9,9,23,9985.478109759999,0.0,12456.922229840031
10,55,9,20,0.26666666666666666,4.467323661403825,93.04893138800085,-0.23333406294249406,2760.9774771300226,0.9365256124721604,2995.261033930021,2802.564972158917,-0.033756974331114915,0.0045059245844492795,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,8,22,9985.478109759999,0.0,12760.977477130029
11,55,5,20,0.28205128205128205,3.2506282528684998,32.606995361539205,-0.25021333634299076,1241.1823545900284,0.9365256124721604,2170.4829356200025,2065.927146646771,-0.03047132396241455,-0.012257884848106025,-0.029495872997159188,-0.0011402162261512194,2,7,1,5,3,8,11,28,9985.478109759999,0.0,11241.182354590032
11,55,6,20,0.25,4.03864029631941,48.94066039805631,-0.22934965124121265,1731.3733098200241,0.9365256124721604,2434.752253760012,2424.5038064165797,-0.033795383568841264,-0.011744067281914058,-0.025811042750071993,0.00901126801493528,1,8,1,4,2,9,9,27,9985.478109759999,0.0,11731.37330982003
11,55,7,20,0.2647058823529412,3.857185040337309,54.83121865529483,-0.2407836762869572,1833.7709697700234,0.9365256124721604,2533.0664933600196,2646.9565472348086,-0.033756974331114915,-0.0057087882891722055,-0.029190956629576166,0.007295839649940596,1,8,1,4,2,9,9,25,9985.478109759999,0.0,11833.77096977003
11,55,8,20,0.2903225806451613,3.6441196911760483,75.279053845162,-0.24169938337394392,2333.6506692000203,0.9365256124721604,2689.5209293200087,2663.3493451986933,-0.04255294380113734,-0.0175727806697665,-0.029190956629576166,0.015463413012288214,2,8,1,4,3,9,9,22,9985.478109759999,0.0,12333.65066920003
11,55,9,20,0.26666666666666666,4.276569475899188,82.94054192066741,-0.23921898283827353,2488.2162576200203,0.9365256124721604,2757.1073105100195,2772.990230784106,-0.033756974331114915,0.002517075562444867,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,8,22,9985.478109759999,0.0,12488.216257620032
11,55,10,20,0.26666666666666666,4.331414266273402,85.920332036334,-0.23787829148350167,2577.6099610900196,0.9365256124721604,2816.83261287001,2856.1801139935155,-0.033756974331114915,0.005145841417601406,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,8,22,9985.478109759999,0.0,12577.609961090031
12,55,5,20,0.2894736842105263,3.1283908276710255,33.227849403684985,-0.24967244374840256,1262.6582773400278,0.9365256124721604,2170.4829356200025,2068.6381603689088,-0.030047074367408038,-0.012024894316489886,-0.029495872997159188,-0.0011402162261512194,2,6,1,5,3,8,11,27,9985.478109759999,0.0,11262.658277340031
12,55,6,20,0.2647058823529412,3.77052316176862,50.95124788529489,-0.22914964658213027,1732.3424281000234,0.9365256124721604,2418.839063110023,2406.485199538461,-0.030503533430810942,-0.0077428858854234894,-0.025811042750071993,0.004057113438666906,1,8,1,4,2,9,9,25,9985.478109759999,0.0,11732.342428100032
12,55,7,20,0.24242424242424243,4.129655525975185,46.99057793394019,-0.24750421383430848,1550.689071820023,0.9365256124721604,2353.832940340001,2402.4464872363455,-0.032114149146764734,-0.003728440691727722,-0.029190956629576166,0.0023416850736722233,1,8,1,4,2,9,8,25,9985.478109759999,0.0,11550.68907182003
12,55,8,20,0.26666666666666666,4.000766743818521,70.8736355470007,-0.24862743314630337,2126.2090664100215,0.9365256124721604,2536.8675979750205,2512.7474567060995,-0.033756974331114915,-0.013763476950103545,-0.029190956629576166,0.01050925843601984,2,8,1,4,3,9,8,22,9985.478109759999,0.0,12126.209066410029
12,55,9,20,0.23333333333333334,4.889267930780301,76.02582182766747,-0.24607777102555803,2280.7746548300206,0.9365256124721604,2640.176329600019,2622.388342291512,-0.033756974331114915,0.001767921659583864,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,7,23,9985.478109759999,0.0,12280.774654830027
12,55,10,20,0.23333333333333334,4.952118330639707,79.00561194333409,-0.24468723226257652,2370.168358300019,0.9365256124721604,2699.2258369600004,2705.5782255009212,-0.033756974331114915,0.004396687514740401,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,7,23,9985.478109759999,0.0,12370.168358300027
12,55,11,20,0.26666666666666666,3.909043159321577,67.52717938833405,-0.2509989982685102,2025.8153816500198,0.9365256124721604,2467.5590615350193,2470.3771286663,-0.04594935516129905,-0.004892337796237701,-0.029190956629576166,-0.0023520317765753887,2,8,1,4,3,9,8,22,9985.478109759999,0.0,12025.815381650029
13,55,5,20,0.3055555555555556,2.9229831707550606,34.1936987158341,-0.2517833327368081,1230.9731537700227,0.9365256124721604,2170.4829356200025,2012.2014961476154,-0.030047074367408038,-0.01346173760651845,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,7,11,25,9985.478109759999,0.0,11230.973153770028
13,55,6,20,0.2727272727272727,3.575733633368126,47.94917058909169,-0.239006400723551,1582.3226294400201,0.9365256124721604,2353.832940340001,2314.300026999161,-0.04618229470575769,-0.010373721225189356,-0.025811042750071993,0.004057113438666906,2,8,1,4,3,9,9,24,9985.478109759999,0.0,11582.322629440025
13,55,7,20,0.25,3.9032127391532603,43.64751805562565,-0.257534839907522,1396.720577780019,0.9365256124721604,2339.2756792600003,2313.9193941506974,-0.03590918551180887,-0.007439085978403562,-0.029190956629576166,0.0023416850736722233,2,8,1,4,3,9,8,24,9985.478109759999,0.0,11396.720577780023
13,55,8,20,0.26666666666666666,3.9361995111974806,64.61760657333403,-0.2606429908289068,1938.5281972000175,0.9365256124721604,2409.7465135150087,2411.1247029549395,-0.051348913271159764,-0.017914683449187722,-0.029190956629576166,0.01050925843601984,2,8,1,4,3,9,8,22,9985.478109759999,0.0,11938.528197200023
13,55,9,20,0.23333333333333334,4.8200797771701245,69.93358965166749,-0.25769660543259937,2098.007689550019,0.9365256124721604,2475.334332640018,2522.860291974785,-0.051348913271159764,-0.002347440665939523,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,7,23,9985.478109759999,0.0,12098.007689550024
