enter_term_sys1,enter_term_sys2,leave_term_sys1,leave_term_sys2,win_rate,profit_loss_ratio,expectancy,mdd,final_whole_asset,positive_rate,median_asset,mean_asset,s1_return_median,s1_return_mean,s2_return_median,s2_return_mean,s1_max_consec_win,s1_max_consec_loss,s2_max_consec_win,s2_max_consec_loss,overall_max_consec_win,overall_max_consec_loss,final_win_count,final_loss_count,min_equity,min_realized_pnl,final_equity
13,55,10,20,0.23333333333333334,4.885457332476997,72.9133797673341,-0.25624041084237126,2187.4013930200185,0.9365256124721604,2557.80206993501,2606.0501751841944,-0.051348913271159764,0.000281325189217014,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,7,23,9985.478109759999,0.0,12187.401393020024
13,55,11,20,0.26666666666666666,3.850271785075814,61.60236611100066,-0.26240690242994763,1848.070983330017,0.9365256124721604,2316.499128695008,2373.492849048147,-0.05368727149976201,-0.009021171935774943,-0.029190956629576166,-0.0023520317765753887,2,8,1,4,3,9,8,22,9985.478109759999,0.0,11848.070983330023
13,55,12,20,0.26666666666666666,3.6927573835745506,53.71075024600066,-0.27760177748385273,1611.3225073800177,0.9365256124721604,2189.8983107200092,2289.4114062144613,-0.05368727149976201,-0.011668944431016641,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,22,9985.478109759999,0.0,11611.322507380022
14,55,5,20,0.3142857142857143,2.951826916948381,41.10932126942933,-0.2370329146987629,1438.8262444300208,0.9365256124721604,2200.9173150300117,2072.3128755384396,-0.029622824772401527,-0.013254044732816668,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,7,11,24,9985.478109759999,0.0,11438.826244430025
14,55,6,20,0.28125,3.591512227851684,55.9429912531258,-0.22444449667687136,1790.1757201000191,0.9365256124721604,2438.03517664501,2374.411406389985,-0.04101567614035562,-0.010013706519803543,-0.025811042750071993,0.004057113438666906,2,8,1,4,3,9,9,23,9985.478109759999,0.0,11790.175720100024
14,55,7,20,0.25806451612903225,3.9361951397169213,52.34131294677488,-0.24282067089193213,1622.580701350018,0.9365256124721604,2369.6144653400015,2388.796455640152,-0.03319025473711171,-0.006591851499117619,-0.029190956629576166,0.0023416850736722233,2,8,1,4,3,9,8,23,9985.478109759999,0.0,11622.580701350023
14,55,8,20,0.27586206896551724,3.961550920502449,74.63408002655245,-0.24618315081229522,2164.3883207700173,0.9365256124721604,2565.725187335017,2486.0017644443947,-0.04091011861678716,-0.017506505395512396,-0.029190956629576166,0.01050925843601984,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12164.388320770024
14,55,9,20,0.2413793103448276,4.861572926142717,80.13337286620774,-0.24333825915873442,2323.867813120018,0.9365256124721604,2656.888901210018,2597.737353464239,-0.04091011861678716,-0.0011609004731017835,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12323.867813120025
14,55,10,20,0.2413793103448276,4.927687860999513,83.2159143651732,-0.24196320085718007,2413.2615165900174,0.9365256124721604,2699.2258369600004,2680.927236673648,-0.04091011861678716,0.00159930367481258,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12413.261516590024
14,55,11,20,0.27586206896551724,3.8691389647541325,71.5148657551731,-0.24791085829055262,2073.931106900016,0.9365256124721604,2472.5826306700174,2448.3699105376018,-0.05302629390529961,-0.008168318306428973,-0.029190956629576166,-0.0023520317765753887,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12073.93110690002
14,55,12,20,0.27586206896551724,3.7070476313495813,63.35112520517313,-0.26310573334445775,1837.1826309500157,0.9365256124721604,2311.0549525050073,2364.288467703916,-0.05302629390529961,-0.01094847942643275,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11837.182630950023
14,55,13,20,0.27586206896551724,3.7023168725361884,63.15474645896617,-0.2623459891382126,1831.487647310014,0.9365256124721604,2308.2074606850065,2356.7866309051055,-0.05299729230950688,-0.010694154888173898,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11831.487647310021
15,55,5,20,0.3142857142857143,2.9995941652872533,42.96426583400071,-0.23601090412809447,1503.7493041900207,0.9365256124721604,2229.8487256200033,2125.277256335589,-0.029622824772401527,-0.012271819344520459,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,7,11,24,9985.478109759999,0.0,11503.749304190025
15,55,6,20,0.28125,3.6451004167057213,57.97183687062574,-0.22349005414017709,1855.098779860019,0.9365256124721604,2494.1691725450087,2427.3757871871344,-0.03544425460663409,-0.008946070228177228,-0.025811042750071993,0.004057113438666906,2,8,1,4,3,9,9,23,9985.478109759999,0.0,11855.09877986002
15,55,7,20,0.25806451612903225,3.9424756336455737,52.567210741613536,-0.2427099428978926,1629.5835329900165,0.9365256124721604,2369.6144653400015,2393.9953891313758,-0.03282000567866863,-0.006558192493804612,-0.029190956629576166,0.0023416850736722233,2,8,1,4,3,9,8,23,9985.478109759999,0.0,11629.583532990022
15,55,8,20,0.27586206896551724,3.968087882906438,74.87555697965587,-0.24607282902881886,2171.3911524100176,0.9365256124721604,2572.728018975017,2491.2006979356197,-0.04053986955834407,-0.017469480489668083,-0.029190956629576166,0.01050925843601984,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12171.391152410022
15,55,9,20,0.2413793103448276,4.869597736460431,80.37484981931115,-0.24322997731399704,2330.8706447600184,0.9365256124721604,2661.9966599050094,2602.9362869554643,-0.04053986955834407,-0.0011238755672574763,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12330.870644760023
15,55,10,20,0.2413793103448276,4.935821804681975,83.45739131827662,-0.24185613904590633,2420.2643482300177,0.9365256124721604,2699.2258369600004,2686.126170164873,-0.04053986955834407,0.0016363285806568872,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12420.264348230023
15,55,11,20,0.27586206896551724,3.875340923287713,71.75634270827649,-0.24779948423744527,2080.9339385400162,0.9365256124721604,2479.5854623100176,2453.568844028827,-0.05302629390529961,-0.008131293400584666,-0.029190956629576166,-0.0023520317765753887,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12080.933938540022
15,55,12,20,0.27586206896551724,3.7128814040346128,63.59260215827655,-0.26298753298760197,1844.185462590016,0.9365256124721604,2314.5563683250075,2369.487401195141,-0.05302629390529961,-0.010911454520588443,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11844.185462590025
15,55,13,20,0.27586206896551724,3.7081101644052334,63.39516315413863,-0.2622284681588568,1838.4597314700168,0.9365256124721604,2311.693502765008,2361.9642735121906,-0.05299729230950688,-0.010657223920155872,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11838.459731470024
15,55,14,20,0.27586206896551724,3.781125923134849,68.80457539551799,-0.2607162504929981,1995.3326864700175,0.9365256124721604,2459.6977202400176,2531.053190020443,-0.05299729230950688,-0.007222213155251655,-0.029190956629576166,0.00005831960309348985,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11995.332686470023
16,55,5,20,0.3142857142857143,3.012689204416232,43.46251211857215,-0.23485276732032848,1521.187924150022,0.9365256124721604,2238.3598848900115,2129.460171258039,-0.029622824772401527,-0.011972781542290223,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,7,11,24,9985.478109759999,0.0,11521.187924150023
16,55,6,20,0.28125,3.6597679951112974,58.516793744375775,-0.22234782309744508,1872.5373998200193,0.9365256124721604,2502.888482525009,2431.558702109585,-0.03544425460663409,-0.008621029138796537,-0.025811042750071993,0.004057113438666906,2,8,1,4,3,9,9,23,9985.478109759999,0.0,11872.537399820021
16,55,7,20,0.25806451612903225,3.9582029151947875,53.12974686935547,-0.24157438258588076,1647.0221529500168,0.9365256124721604,2377.4893150450084,2398.1783040538257,-0.03282000567866863,-0.006218376809452072,-0.029190956629576166,0.0023416850736722233,2,8,1,4,3,9,8,23,9985.478109759999,0.0,11647.022152950023
16,55,8,20,0.27586206896551724,3.984460522457071,75.4768887024145,-0.24495688766333734,2188.829772370018,0.9365256124721604,2588.6467250200094,2495.3836128580692,-0.04053986955834407,-0.017095683236880287,-0.029190956629576166,0.01050925843601984,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12188.829772370023
16,55,9,20,0.2413793103448276,4.889696916457333,80.97618154206975,-0.2421218652651801,2348.309264720018,0.9365256124721604,2670.715969885009,2607.1192018779143,-0.04053986955834407,-0.0007500783144696821,-0.029190956629576166,-0.006698044000432214,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12348.309264720025
16,55,10,20,0.2413793103448276,4.9561943233691235,84.05872304103522,-0.24075428595725049,2437.702968190017,0.9365256124721604,2699.2258369600004,2690.309085087323,-0.04053986955834407,0.0020101258334446815,-0.029190956629576166,-0.008777522686102497,2,8,1,6,2,9,7,22,9985.478109759999,0.0,12437.702968190024
16,55,11,20,0.27586206896551724,3.8908719402875973,72.35767443103515,-0.24668075006597845,2098.3725585000175,0.9365256124721604,2497.024082270019,2457.7517589512768,-0.052913330611072985,-0.007757496147796872,-0.029190956629576166,-0.0023520317765753887,2,8,1,4,3,9,8,21,9985.478109759999,0.0,12098.372558500023
16,55,12,20,0.27586206896551724,3.727054096355548,64.17610236413861,-0.2619019730634371,1861.106968560016,0.9365256124721604,2325.472002330016,2373.564447891266,-0.05302629390529961,-0.010544991208688917,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11861.106968560025
16,55,13,20,0.27586206896551724,3.722246385541485,63.978663360000695,-0.2611412483319489,1855.3812374400168,0.9365256124721604,2320.154255750008,2366.0413202083155,-0.05299729230950688,-0.010290760608256344,-0.029190956629576166,0.003313638159219673,2,8,1,4,2,9,8,21,9985.478109759999,0.0,11855.381237440024
16,55,14,20,0.27586206896551724,3.795070244275935,69.37858484896626,-0.2596589665733503,2011.9789606200175,0.9365256124721604,2476.3439943900175,2535.0754379674695,-0.05299729230950688,-0.00685965330359008,-0.029190956629576166,0.00005831960309348985,2,8,1,4,2,9,8,21,9985.478109759999,0.0,12011.978960620023
16,55,15,20,0.3103448275862069,3.2129335639016205,66.31860744310413,-0.26218196682031575,1923.2396158500164,0.9365256124721604,2495.9223767300164,2533.5508077290833,-0.05299729230950688,-0.012420870054340338,-0.008927092747367749,0.017073248203930094,2,8,2,3,2,8,9,20,9985.478109759999,0.0,11923.239615850023
17,55,5,20,0.3333333333333333,2.9628833145290043,54.31862407333408,-0.21683337103271882,1792.514594420024,0.9365256124721604,2417.744209370023,2217.641510817906,-0.025292519011674754,-0.00912949403102285,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,6,11,22,9985.478109759999,0.0,11792.514594420021
17,55,6,20,0.3,3.56884984323328,71.61936114833415,-0.20712812148360138,2148.5808344500183,0.9365256124721604,2722.3123294000184,2527.4621729824794,-0.03544425460663409,-0.005089930333633349,-0.025811042750071993,0.004057113438666906,2,7,1,4,3,8,9,21,9985.478109759999,0.0,12148.580834450016
17,55,7,20,0.27586206896551724,3.9036848210141213,67.97957431000069,-0.2204511914874108,1971.4076549900174,0.9365256124721604,2586.907809985008,2518.029780728425,-0.03275294943277085,-0.0012611926560759379,-0.029190956629576166,0.0023416850736722233,2,7,1,4,3,8,8,21,9985.478109759999,0.0,11971.40765499002
17,55,8,20,0.2962962962962963,3.904677886406141,93.08204720037114,-0.22419863953824315,2513.2152744100176,0.9365256124721604,2757.5232489000164,2615.235089532668,-0.03275294943277085,-0.012796290447287719,-0.029190956629576166,0.01050925843601984,2,7,1,4,3,8,8,19,9985.478109759999,0.0,12513.215274410017
17,55,9,20,0.25925925925925924,4.814851818445791,98.98869506518605,-0.22150925462875465,2672.6947667600202,0.9365256124721604,2885.503454850019,2726.970678552513,-0.03275294943277085,0.005365492799835176,-0.029190956629576166,-0.006698044000432214,2,7,1,6,2,8,7,20,9985.478109759999,0.0,12672.694766760018
17,55,10,20,0.25925925925925924,4.880331369849794,102.29957297148229,-0.22025810173178925,2762.0884702300195,0.9365256124721604,2974.897158320018,2810.1605617619225,-0.03275294943277085,0.008432386297517802,-0.029190956629576166,-0.008777522686102497,2,7,1,6,2,8,7,20,9985.478109759999,0.0,12762.088470230017
17,55,11,20,0.2962962962962963,3.8448059988143672,91.31909153444516,-0.22312113371639597,2465.6154714300155,0.9365256124721604,2774.0101202000155,2589.8915434446167,-0.043561993145586536,-0.0014289985942832855,-0.029190956629576166,-0.0023520317765753887,2,7,1,4,3,8,8,19,9985.478109759999,0.0,12465.615471430016
17,55,12,20,0.2962962962962963,3.6852806371573514,82.8827423477785,-0.2377339223291618,2237.8340433900157,0.9365256124721604,2636.485567160017,2507.630016999673,-0.046377909064170435,-0.00462820837098442,-0.029190956629576166,0.003313638159219673,2,7,1,4,2,8,8,19,9985.478109759999,0.0,12237.834043390021
17,55,13,20,0.2962962962962963,3.6637848534173427,82.00131458777852,-0.23809743537068415,2214.0354938700166,0.9365256124721604,2612.687017640018,2491.1508726733487,-0.046377909064170435,-0.00476497063210911,-0.029190956629576166,0.003313638159219673,2,7,1,4,2,8,8,19,9985.478109759999,0.0,12214.03549387002
17,55,14,20,0.2962962962962963,3.730012658275716,87.8012302611119,-0.23687913160128926,2370.6332170500173,0.9365256124721604,2704.8933088900085,2660.1849904325027,-0.046377909064170435,-0.0009526291824799274,-0.029190956629576166,0.00005831960309348985,2,7,1,4,2,8,8,19,9985.478109759999,0.0,12370.633217050015
17,55,15,20,0.3333333333333333,3.1538462919075014,84.51458786222295,-0.2393946323564486,2281.8938722800162,0.9365256124721604,2699.2258369600004,2658.6603601941165,-0.046377909064170435,-0.00713175890553577,-0.008927092747367749,0.017073248203930094,2,7,2,3,2,7,9,18,9985.478109759999,0.0,12281.89387228002
17,55,16,20,0.3333333333333333,3.197458575883879,85.88275662000078,-0.23836444359082273,2318.8344287400155,0.9365256124721604,2732.3392580600075,2707.128716906833,-0.046377909064170435,-0.005888018516630585,-0.005978166280056985,0.017400906700297956,2,7,2,3,2,7,9,18,9985.478109759999,0.0,12318.834428740014
18,55,5,20,0.3333333333333333,3.141086560851034,60.71952052636438,-0.2087054864704532,2003.744177370022,0.9365256124721604,2564.1959573900144,2315.6281808468134,-0.025292519011674754,-0.006910267969664596,-0.029495872997159188,-0.0011402162261512194,3,6,1,5,4,6,11,22,9985.478109759999,0.0,12003.744177370025
18,55,6,20,0.3,3.764833847286661,78.66034724666744,-0.20712812148360138,2359.810417400018,0.9365256124721604,2873.7214805400145,2625.448843011388,-0.029730825845528382,-0.002659349409288598,-0.025811042750071993,0.004057113438666906,2,7,1,4,3,8,9,21,9985.478109759999,0.0,12359.810417400016
18,55,7,20,0.27586206896551724,4.118649621825983,75.26335303241444,-0.2066964372883382,2182.6372379400154,0.9365256124721604,2763.647089740015,2616.016450757332,-0.02799574042024116,0.0012909173144860537,-0.029190956629576166,0.0023416850736722233,2,7,1,4,3,8,8,21,9985.478109759999,0.0,12182.637237940016
18,55,8,20,0.2962962962962963,4.124792849166034,100.7942239585193,-0.21087355411200528,2721.4440468800176,0.9365256124721604,2957.6923263700164,2711.4711107411313,-0.03231395238298437,-0.010034181817962192,-0.029190956629576166,0.01050925843601984,2,7,1,4,3,8,8,19,9985.478109759999,0.0,12721.444046880017
18,55,9,20,0.25925925925925924,5.08638095144578,106.70087182333415,-0.20827765647399002,2880.9235392300184,0.9365256124721604,3085.672532320017,2823.206699760976,-0.03231395238298437,0.008127601429160702,-0.029190956629576166,-0.006698044000432214,2,7,1,6,2,8,7,20,9985.478109759999,0.0,12880.923539230018
18,55,10,20,0.25925925925925924,5.155553161833357,110.0117497296304,-0.20710123974274627,2970.3172427000177,0.9365256124721604,3175.0662357900164,2906.396582970385,-0.03231395238298437,0.01119449492684333,-0.029190956629576166,-0.008777522686102497,2,7,1,6,2,8,7,20,9985.478109759999,0.0,12970.317242700017
