date,regime,ivp,z,dvol,covered_call,short_strangle_ps,long_straddle
2022-04-18,NORMAL,1.37,1.026,68.49,0.02530625307768639,-0.11079508036031718,0.39333610875232033
2022-04-19,NORMAL,0.82,0.916,66.78,0.02473085282448391,-0.1056067033217342,0.3668265370448335
2022-04-20,NORMAL,1.64,1.031,67.34,0.024919580697166294,-0.11040336858570175,0.40694174743871037
2022-04-21,NORMAL,1.91,1.105,68.08,0.025168533650451047,-0.10763764949310523,0.367911332387935
2022-04-22,NORMAL,0.27,0.877,65.25,0.024213762279007813,-0.09472053092563304,0.27732581326773387
2022-04-23,NORMAL,0.82,0.913,65.59,0.024328856286825105,-0.10034819799950462,0.3306902497451095
2022-04-24,NORMAL,1.09,1.076,66.51,0.024639756931735993,-0.09526320546906772,0.26523279433951136
2022-04-25,NORMAL,8.74,1.166,72.83,0.026754769801268743,-0.11656392831377814,0.3861364300139343
2022-04-26,NORMAL,7.92,1.049,72.36,0.026598718602015826,-0.12432604785243556,0.46664927465604816
2022-04-27,NORMAL,7.38,0.994,71.66,0.026365935973543208,-0.12380050374429548,0.4722922887556025
2022-04-28,NORMAL,6.83,1.035,71.27,0.026236052495539453,-0.12303793291820984,0.47095547848864716
2022-04-29,NORMAL,1.37,0.991,66.73,0.02471398822983855,-0.10129472787847116,0.32364932199917307
2022-04-30,NORMAL,4.64,1.17,69.72,0.025718498564854118,-0.09669454245742139,0.23671038664882504
2022-05-01,NORMAL,3.01,0.936,68.08,0.025168533650451012,-0.1020355207464968,0.31179847243068415
2022-05-02,NORMAL,4.92,1.042,69.68,0.02570511370556965,-0.11246202368280492,0.3920815066092946
2022-05-03,NORMAL,10.11,1.401,72.62,0.026685069165953736,-0.11629814815534834,0.38658561550335924
2022-05-04,NORMAL,3.83,1.038,68.55,0.025326394361654892,-0.12118547495839378,0.4959026113576039
2022-05-05,NORMAL,7.92,0.869,70.94,0.02612604454689724,-0.11089467263879549,0.35859034479032714
2022-05-06,NORMAL,3.83,0.693,68.53,0.025319680962648715,-0.09619702757001206,0.2473301653195474
2022-05-07,NORMAL,6.56,0.741,70.54,0.02599257046520192,-0.10244728833547136,0.28216525063095177
2022-05-08,NORMAL,10.93,0.781,72.52,0.026651864554221305,-0.0946656960819929,0.18258600353764978
2022-05-09,NORMAL,30.05,1.955,89.08,0.03203123662964068,-0.08077378456599686,0.09748816572726526
2022-05-10,NORMAL,28.42,1.811,87.71,0.031595151212977006,-0.07027708712877737,0.08548235967678847
2022-05-11,NORMAL,79.51,1.266,110.36,0.03860668344491412,0.07360375413710196,-0.12931985750885583
2022-05-12,RICH,93.44,2.224,132.18,0.0449816913813587,-0.06724106349178824,0.07344708433343383
2022-05-13,NORMAL,74.59,0.696,108.8,0.038136990214414836,-0.15969608144822167,0.322340938980006
2022-05-14,NORMAL,53.83,0.343,103.6,0.036557482867987,-0.16295247883925554,0.3958471765951139
2022-05-15,NORMAL,57.38,0.435,104.32,0.036777464965863746,-0.19196074170097283,0.5929055220811981
2022-05-16,NORMAL,61.48,0.584,105.33,0.03708535419981257,-0.18400003927870626,0.5254876738542014
2022-05-17,NORMAL,39.07,0.086,97.29,0.03461172811246181,-0.18471505089236712,0.6264733626126917
2022-05-18,NORMAL,74.04,0.753,107.9,0.037865144559289673,-0.2122270235850452,0.6911271907738409
2022-05-19,NORMAL,42.08,0.036,99.01,0.035145305865501054,-0.2230599407339865,0.886592639205039
2022-05-20,NORMAL,41.53,0.008,98.59,0.03501523607232471,-0.1830973329520213,0.5981104465213516
2022-05-21,NORMAL,32.51,-0.471,91.4,0.032766118033076254,-0.1586253953716939,0.5014751966347164
2022-05-22,NORMAL,34.15,-0.502,92.22,0.03302478387746886,-0.18589274547419715,0.7035846522220272
2022-05-23,NORMAL,33.88,-0.249,92.17,0.03300902761114927,-0.17234872869692414,0.598823586084018
2022-05-24,NORMAL,33.06,-0.259,91.61,0.032832415133793126,-0.15884875807471424,0.5006141417785127
2022-05-25,NORMAL,36.89,-0.14,93.34,0.033377179501637266,-0.14015224435386386,0.3353781960972379
2022-05-26,NORMAL,39.62,-0.186,95.91,0.03418187662234012,-0.1250945944697771,0.1948177642966872
2022-05-27,NORMAL,43.72,-0.019,98.7,0.03504931584046749,-0.12961313985314676,0.2027177709071152
2022-05-28,NORMAL,38.52,-0.358,94.45,0.03372540249355855,-0.1306997759280363,0.25139017734921276
2022-05-29,NORMAL,39.62,-0.532,95.32,0.03399762244717752,-0.15964196423722926,0.46212845407375835
2022-05-30,NORMAL,31.15,-0.995,90.14,0.032367561294886486,-0.17557524833932306,0.6517582429327693
2022-05-31,NORMAL,30.33,-1.099,88.86,0.031961314996042954,-0.16670995382590134,0.5987447321369537
2022-06-01,NORMAL,32.51,-0.937,90.86,0.03259547064642026,-0.16218822304686786,0.5363016412826239
2022-06-02,NORMAL,28.96,-1.024,87.9,0.031655724857057824,-0.15246838461355294,0.4967218990968032
2022-06-03,NORMAL,27.87,-1.123,86.7,0.03127264139502886,-0.14825294511217263,0.4778409313339024
2022-06-04,NORMAL,27.6,-1.173,85.97,0.031039001295453464,-0.13017651366497535,0.3382867442621272
2022-06-05,NORMAL,28.14,-1.345,86.21,0.031115864464890973,-0.14483678700920355,0.45607542283517943
2022-06-06,CHEAP,19.95,-1.801,81.82,0.029702120304938323,-0.12008757578310796,0.30201820063339935
2022-06-07,NORMAL,29.23,-1.444,87.34,0.03147710436327417,-0.12064597992315501,0.24502997526914808
2022-06-08,NORMAL,30.87,0.726,88.27,0.03177359650681685,-0.12460309104547317,0.26719854260389786
2022-06-09,NORMAL,29.23,1.077,87.33,0.031473912299349004,-0.1267608301151686,0.29489678604651504
2022-06-10,NORMAL,38.52,1.141,92.46,0.033100384992692196,-0.12609359471284015,0.2357312099456778
2022-06-11,NORMAL,46.17,0.709,97.85,0.034785715988442406,-0.12020983577750202,0.14273941120662514
2022-06-12,NORMAL,69.95,0.455,105.81,0.037231393332274376,0.04628168520252158,-0.0529051850308461
2022-06-13,RICH,99.73,2.656,134.62,0.045672642878408026,0.090275265937986,-0.1919263679057754
2022-06-14,RICH,99.18,1.72,130.25,0.04443210677498246,0.08724352410796557,-0.21193095577555987
2022-06-15,NORMAL,97.27,0.524,118.75,0.041100440332161765,0.07932768219554509,-0.25615364270453045
2022-06-16,RICH,99.73,1.871,135.82,0.04601088381278539,0.09111023561971113,-0.12831662017363266
2022-06-17,NORMAL,97.81,0.666,123.1,-0.03620869080052612,0.0037308650635034524,0.023471265181622625
2022-06-18,RICH,99.73,1.804,137.59,-0.06428281313105819,-0.018446918683575328,0.0411847813846698
2022-06-19,NORMAL,98.36,0.362,130.05,0.014911828545085739,0.05764192802164442,-0.014620733479498882
2022-06-20,NORMAL,96.17,-0.884,119.12,0.04120917422317101,0.07958105048641473,-0.05595517975711195
2022-06-21,NORMAL,95.08,-1.058,118.37,-0.06723547346469266,-0.029156580788334982,0.04741226159306833
2022-06-22,NORMAL,95.63,-1.1,118.59,-0.03885327977033357,-0.0006885246955555535,0.02606944143206863
2022-06-23,NORMAL,88.52,-1.675,111.57,-0.026587674929650994,0.008869460496595497,0.017615005463213262
2022-06-24,NORMAL,93.72,-1.684,114.98,0.039986585724908506,0.07675070567258399,-0.08618604230553573
2022-06-25,NORMAL,88.25,-1.942,111.21,0.03886180527506164,0.0741818603013118,-0.14437644136746927
2022-06-26,NORMAL,88.8,-1.615,111.25,0.038873797131658075,0.07420907486806214,-0.10398690413808961
2022-06-27,NORMAL,89.34,-1.438,111.69,0.011665396410276453,0.0471682633318923,-0.01167955022777345
2022-06-28,NORMAL,89.07,-1.524,111.42,-0.10257267329170387,-0.06717267548754735,0.07584074785340139
2022-06-29,NORMAL,95.36,-1.153,116.29,-0.14506111489288856,-0.10779076573399198,0.10661861429201802
2022-06-30,NORMAL,97.27,-0.863,120.04,-0.11865967071282618,-0.07992735208355539,0.08550338584826478
2022-07-01,NORMAL,96.45,-0.928,119.0,-0.13892239166947318,-0.10059744432657688,0.10101752308829953
2022-07-02,NORMAL,93.44,-1.282,114.59,-0.08163254645931017,-0.04501869090111843,0.05908835913441157
2022-07-03,NORMAL,93.17,-1.013,114.47,-0.11226827072032236,-0.0757006093847407,0.0823808835947985
2022-07-04,NORMAL,77.87,-1.934,107.35,-0.04436300143619432,-0.010502066174034111,0.03180990172670778
2022-07-05,NORMAL,81.69,-1.711,108.79,-0.07534411695073961,-0.04094112385859826,0.055525115060307606
2022-07-06,NORMAL,67.21,-1.992,105.27,-0.08552694026586394,-0.052444234585733995,0.06417677611603606
2022-07-07,NORMAL,64.75,-2.136,104.64,-0.020601172126564538,0.012246919102080249,0.01361814871277589
2022-07-08,NORMAL,49.73,-2.25,100.02,-0.07121337106033107,-0.04007033324942262,0.054010570382896694
2022-07-09,NORMAL,44.26,-1.935,96.75,-0.1300362588340727,-0.1000838087976839,0.10155808102144798
2022-07-10,NORMAL,50.27,-1.047,100.04,-0.10800745200822832,-0.07685709118327462,0.08310750598265429
2022-07-11,NORMAL,74.86,-0.678,106.86,-0.23089950641175777,-0.1972224073555068,0.17663430275289083
2022-07-12,NORMAL,86.61,0.239,110.72,-0.2253308251494901,-0.19019707718559378,0.17025779105141475
2022-07-13,NORMAL,60.11,-0.104,103.41,-0.2623624396705236,-0.22997094053621916,0.20315037498048596
2022-07-14,NORMAL,51.37,-0.563,100.56,-0.2037780376772742,-0.17243710199070458,0.15860592078912195
2022-07-15,NORMAL,53.55,-0.122,101.13,-0.164917181551067,-0.13336695535215176,0.12769176649108924
2022-07-16,NORMAL,79.51,-0.113,108.0,-0.029020567171633274,0.00508471301176705,0.01985344277361678
2022-07-17,NORMAL,69.4,0.133,105.94,0.03448140498601632,0.06781418095424649,-0.02934399216173511
2022-07-18,NORMAL,94.54,0.952,116.1,0.04031862647955236,0.07751540991308542,-0.09725241258164039
2022-07-19,NORMAL,91.53,0.982,112.62,0.03928376723021138,0.07514169927413664,-0.1474964211273398
2022-07-20,NORMAL,91.53,0.915,112.91,0.03937036243574755,0.07533924823668897,-0.17394178508250271
2022-07-21,NORMAL,82.24,0.547,109.23,0.03826664731467337,0.07283580813086354,-0.24938399345361986
2022-07-22,NORMAL,92.08,0.981,113.38,0.03951056813554359,0.07565951290658803,-0.2565961410434945
2022-07-23,NORMAL,91.8,0.969,113.35,0.03950162394028819,0.07563906680466004,-0.26883762210376644
2022-07-24,NORMAL,93.72,0.931,115.24,0.04006375241956894,0.07692816190196128,-0.2111418149840079
2022-07-25,NORMAL,92.35,0.554,114.06,0.039713116767045704,0.07612309313152564,-0.09670953895016762
2022-07-26,NORMAL,89.62,0.648,112.5,0.03924791566912136,0.07505996846562576,-0.14967300121504815
2022-07-27,NORMAL,66.67,0.108,105.71,0.0372009836026753,0.07044784941719498,-0.1775872002715867
2022-07-28,NORMAL,83.88,0.376,110.59,0.03867577203760524,0.07376014465988565,-0.11717268036285353
2022-07-29,NORMAL,80.6,0.359,109.44,0.03832991550967417,0.0705443797964925,-0.08258494183653223
2022-07-30,NORMAL,79.51,0.308,109.12,0.03823349303055098,0.07276108820435101,-0.1913038381461584
2022-07-31,NORMAL,92.08,0.653,113.75,0.039620822697810996,0.07591172289143568,-0.202945078150829
2022-08-01,NORMAL,90.44,0.655,112.97,0.039388270553273215,0.07538012625035236,-0.23811463351433715
2022-08-02,NORMAL,77.87,0.409,108.9,0.038167155979825555,0.0726116672991943,-0.23866977341781587
2022-08-03,NORMAL,79.51,0.444,109.22,0.038263633681018865,0.0728290151488312,-0.20825072152944152
2022-08-04,NORMAL,76.5,0.472,108.52,0.03805248427835226,0.07235363592283788,-0.18237063434325068
2022-08-05,NORMAL,74.59,0.412,107.58,0.0377683346346507,0.07171566769305644,-0.15626138445787496
2022-08-06,NORMAL,76.78,0.509,108.46,0.03803436784645616,0.07231290096584166,-0.24302707191762074
2022-08-07,NORMAL,77.32,0.645,108.62,0.0380826720423338,0.07242153165654669,-0.1175262639448541
2022-08-08,RICH,81.42,1.07,109.54,0.038360031073194883,0.07304641656737207,-0.15728062554641256
2022-08-09,NORMAL,83.06,0.893,110.3,0.03858865353903394,0.07356296124870727,-0.25241634990406375
2022-08-10,NORMAL,65.57,0.173,105.68,0.03719185913575089,0.07042752430089395,-0.15374428879844954
2022-08-11,NORMAL,55.46,0.307,102.66,0.03626965984215917,0.06838369629563565,-0.17224754836877487
2022-08-12,NORMAL,52.73,0.161,100.96,0.03574732653507404,0.06723508988963572,-0.10694169020684793
2022-08-13,NORMAL,62.02,1.08,104.33,0.036780517358389754,0.0643408837473088,-0.073592054624256
2022-08-14,NORMAL,66.12,1.098,105.65,0.03718273395421127,0.06327583464194331,-0.07276816719333001
2022-08-15,NORMAL,62.84,1.024,104.62,0.03686900204980983,0.0697096535380835,-0.09815096503116985
2022-08-16,NORMAL,61.2,0.951,103.83,0.036627799946651086,-0.03080490261890534,0.037827439245620986
2022-08-17,RICH,80.6,1.33,108.97,0.038188267343850085,-0.02265618572395782,0.02716236225203761
2022-08-18,NORMAL,72.4,1.206,106.75,0.03751685723044834,0.048191820963753754,-0.05543341589817102
2022-08-19,RICH,96.17,1.742,117.32,0.04067922084699199,0.01223922082823238,-0.01641941735662178
2022-08-20,RICH,89.89,1.253,111.74,0.03902059630798779,0.07454252363555516,-0.10098252655623172
2022-08-21,RICH,94.26,1.513,114.19,0.03975179867142582,0.07621174838640428,-0.10532822871121197
2022-08-22,RICH,93.99,1.765,114.19,0.039751798671425795,0.015999500494590285,-0.019856122554174294
2022-08-23,RICH,88.25,1.585,111.38,0.038912762061388585,0.038228978116978264,-0.04519231644007998
2022-08-24,RICH,86.61,1.897,110.74,0.03872080756816921,-0.02273382473774542,0.026823684558037963
2022-08-25,RICH,89.34,2.033,111.8,0.03903855888356878,0.016968502770919512,-0.02025975194552801
2022-08-26,RICH,89.89,1.519,112.06,0.03911636438482069,0.0747603565969882,-0.1050293206397502
2022-08-27,RICH,89.34,1.473,111.92,0.039074475640972904,0.07466504779820453,-0.18618503202960668
2022-08-28,RICH,96.17,1.747,117.48,0.04072642762812534,0.07845863943404974,-0.1490713372795321
2022-08-29,RICH,91.26,1.204,112.91,0.039370362435747555,0.058049381872792044,-0.06909604481249224
2022-08-30,RICH,93.99,1.288,114.33,0.039793441538493575,0.07630723396146148,-0.09138989087057606
2022-08-31,RICH,95.08,1.3,115.45,0.04012604146124261,0.07707152026794234,-0.11479461902908267
2022-09-01,RICH,94.26,1.217,114.94,0.039974709314620514,0.04846064076327447,-0.05849355097335074
2022-09-02,NORMAL,86.34,0.993,111.4,0.03891875549822791,0.060879515875554104,-0.07189708970537864
2022-09-03,RICH,91.26,1.099,113.28,0.03948075144546437,0.07559136118666616,-0.12662987104378587
2022-09-04,RICH,86.34,1.006,111.56,0.03896669178671904,0.07442001711374291,-0.1128173250323713
2022-09-05,NORMAL,81.15,0.732,109.75,0.038423248260385255,0.043313271598624484,-0.05065171438738705
2022-09-06,NORMAL,88.25,0.646,112.06,0.039116364384820704,0.07476035659698821,-0.14972759216366405
2022-09-07,RICH,88.52,1.052,112.16,0.03914627559709252,0.047141191693608246,-0.05596130158045959
2022-09-08,RICH,93.99,1.047,114.9,0.03996283167421946,-0.020130764640315504,0.022654219721125912
2022-09-09,RICH,90.71,1.083,113.11,0.03943004532445943,-0.024594154091352058,0.02841285505660751
2022-09-10,RICH,90.98,1.038,113.35,0.039501623940288236,-0.08591066351196021,0.10076627710372399
2022-09-11,RICH,94.81,1.3,115.45,0.04012604146124261,-0.07075295118425982,0.08241091519406307
2022-09-12,RICH,94.26,1.276,115.1,0.04002220757680291,-0.05820712126522894,0.06764589087838607
2022-09-13,RICH,95.08,1.142,115.61,0.040173477060538434,0.04832650639669732,-0.05857683801802413
2022-09-14,RICH,95.08,1.145,116.01,0.04029198017462497,0.009737905541850583,-0.013028089857412661
2022-09-15,NORMAL,57.1,-0.025,103.25,0.03645039742532303,0.06878264443402574,-0.10111182825214274
2022-09-16,NORMAL,52.19,-0.062,100.95,0.035744247097861406,0.06722833730281569,-0.15090676810579762
2022-09-17,NORMAL,43.17,-0.359,95.52,0.03406011357277229,0.06356816527868375,-0.1418008748967216
2022-09-18,NORMAL,57.38,-0.341,103.33,0.036474882742177556,0.06883675173602775,-0.24581533565698735
2022-09-19,NORMAL,42.08,-0.945,94.69,0.033800560012625665,0.06300978688030778,-0.17537109439644172
2022-09-20,NORMAL,48.91,-0.596,99.96,0.035438982754384965,0.06656005453757424,-0.2022892345830485
2022-09-21,NORMAL,57.38,-0.289,103.3,0.03646570134886199,0.06881646114273421,-0.230276466413962
2022-09-22,NORMAL,49.45,-0.613,100.03,0.03546059315429097,0.06660729240941533,-0.22213767567518425
2022-09-23,NORMAL,51.64,-0.202,100.74,0.03567956026398311,0.06708654345151635,-0.23061572459950264
2022-09-24,NORMAL,44.81,-0.527,96.26,0.03429104473890267,0.06406623407410171,-0.21989020305804094
2022-09-25,NORMAL,47.27,-0.387,98.6,0.03501833464000314,0.06564272007451065,-0.09006501580555537
2022-09-26,NORMAL,47.81,-0.203,98.97,0.03513292444668749,0.06589220857344746,-0.12413167080891602
2022-09-27,NORMAL,47.54,-0.465,98.65,0.03503382625750917,0.06567643125199693,-0.09701648679337829
2022-09-28,NORMAL,51.09,-0.391,100.48,0.03559942243925481,0.06691101677671255,-0.06868655546875299
2022-09-29,NORMAL,49.73,-0.392,99.87,0.03541119212176522,0.06649932333933826,-0.06130414572133999
2022-09-30,NORMAL,40.71,-0.821,93.41,0.03339916965029738,0.062149214665119266,-0.058260478412536204
2022-10-01,NORMAL,42.9,-0.718,95.09,0.03392571693375569,0.06327885002545383,-0.051096562744454926
2022-10-02,NORMAL,45.63,-0.584,96.97,0.03451219136657062,0.06454432452249549,-0.057642352396926166
2022-10-03,NORMAL,32.51,-1.112,88.82,0.03194859759216952,0.059068411756540116,-0.08747678976948858
2022-10-04,NORMAL,33.33,-0.735,89.29,0.03209794200167345,0.05938351896085424,-0.0655168346685128
2022-10-05,NORMAL,33.06,-0.551,89.08,0.03203123662964079,0.0592427166554807,-0.04159519575601184
2022-10-06,NORMAL,25.68,-0.701,84.73,0.030641093046394396,0.05632952066009343,-0.03869278384953015
2022-10-07,NORMAL,20.77,-1.005,82.02,0.029766887721310007,0.05451774714081625,-0.05474822089628828
2022-10-08,CHEAP,18.03,-1.119,80.4,0.02924127675785058,0.05343575417924303,-0.07287125895922154
2022-10-09,NORMAL,22.4,-0.979,82.41,0.0298930849052972,0.054778342928517264,-0.16274941047883512
2022-10-10,NORMAL,24.04,-0.96,82.87,0.03004176437665493,0.05508577147352782,-0.11712439156133965
2022-10-11,NORMAL,27.6,-0.54,85.07,0.030750327466108937,0.056556991223098194,-0.1901927984309158
2022-10-12,NORMAL,27.6,-0.499,85.06,0.030747116098412533,0.05655030037963327,-0.1917083097560076
2022-10-13,NORMAL,25.14,0.099,83.6,0.030277338594630582,0.055573780475721896,-0.13972741613965534
2022-10-14,CHEAP,16.94,-0.267,79.74,0.029026486543758386,0.05299515953070504,-0.16145719815065537
2022-10-15,CHEAP,16.94,-0.258,79.64,0.028993909528501977,0.0529284134985022,-0.17727670761849368
2022-10-16,NORMAL,17.49,0.909,79.8,0.029046028576030523,0.05303520849804069,-0.13761850327477915
2022-10-17,NORMAL,13.39,0.504,74.0,0.02714238270749036,0.049168232706250335,-0.06781813199616446
2022-10-18,NORMAL,15.03,0.726,76.82,0.028071642252773702,0.0510472988919169,-0.11185968599926008
2022-10-19,NORMAL,14.75,0.838,75.98,0.027795575923856602,0.05048737094129359,-0.11040952689813648
2022-10-20,NORMAL,15.3,1.101,76.62,0.028005968516618126,0.05091396640532134,-0.1297107244681636
2022-10-21,NORMAL,13.93,0.917,75.03,0.027482608117698256,0.023848014809493362,-0.020785281173718556
2022-10-22,NORMAL,12.57,0.72,73.1,0.026844327112955986,-0.016194185009312793,0.02453573980210294
2022-10-23,NORMAL,12.57,0.746,72.94,0.026791263958579902,0.029566604062758264,-0.027010903968408134
2022-10-24,NORMAL,16.12,1.588,76.2,0.027867939079658212,0.050634001436011405,-0.06513897034598566
2022-10-25,NORMAL,19.13,0.901,79.52,0.02895480561994746,-0.07376336380353118,0.08959258378615156
2022-10-26,NORMAL,36.89,1.699,88.34,0.031795883543872513,-0.053796325821809925,0.06652061303976387
2022-10-27,NORMAL,24.59,0.84,82.09,0.02978954815943406,-0.020156415250402897,0.02848844932985997
2022-10-28,NORMAL,18.31,0.119,78.57,0.028644789976761727,-0.10084553548330175,0.1708677939908679
2022-10-29,NORMAL,29.23,0.607,83.62,0.030283786240352294,-0.10462263203148298,0.15075989959818756
2022-10-30,NORMAL,34.7,0.779,86.07,0.031071033571201494,-0.03430091696725669,0.04432718207191319
2022-10-31,NORMAL,36.34,1.02,87.38,0.03148987177205124,-0.025676132426077976,0.034316296225956944
2022-11-01,NORMAL,35.25,0.844,86.24,0.0311254689162839,-0.011947766451169073,0.01869828255045522
2022-11-02,NORMAL,20.49,0.203,79.84,0.029059054857591606,-0.010062522436250623,0.0171825896090797
2022-11-03,CHEAP,14.21,-0.39,74.01,0.027145690390856264,-0.07020140817534823,0.08542756731472737
2022-11-04,CHEAP,18.03,-0.04,78.21,0.028527104471586122,-0.0701570665542456,0.08548244925662501
2022-11-05,CHEAP,18.03,-0.098,77.92,0.028432219806291556,-0.0841476487879747,0.10134327108354999
2022-11-06,NORMAL,22.95,-0.113,80.67,0.02932903644154002,-0.05937443354577435,0.0732270491082962
2022-11-07,NORMAL,42.35,0.611,89.29,0.03209794200167344,0.006113116013750919,-0.002452908863980696
2022-11-08,NORMAL,66.94,-0.044,104.85,0.03693913190185205,0.0698653713623605,-0.24340173819393693
2022-11-09,RICH,99.73,3.892,153.93,0.05099276235042973,0.10385226960707165,-0.30479205455557773
2022-11-10,RICH,97.81,1.086,124.99,0.04292043214765426,0.08361212349524093,-0.2984113593969961
2022-11-11,RICH,97.54,1.046,124.63,0.04281622454757244,0.08336426737361863,-0.2860896436979457
2022-11-12,RICH,97.81,1.098,125.5,0.043067894870807734,0.08396339922029658,-0.2829683492453454
2022-11-13,RICH,99.18,1.994,136.34,0.04615713466909923,0.09147239242723076,-0.27533143254351444
2022-11-14,RICH,97.54,1.113,125.94,0.04319496267553515,0.08426659917955814,-0.2836129455856712
2022-11-15,NORMAL,79.78,-0.157,110.49,0.03864573859445668,0.07369214531079438,-0.2388061509708176
2022-11-16,NORMAL,96.17,0.827,122.98,0.04233737166030863,0.0822293409101359,-0.27659119272322674
2022-11-17,NORMAL,62.3,-0.842,102.94,0.03635546840146645,0.06857300719469084,-0.22584811508163377
2022-11-18,NORMAL,57.38,-1.118,99.21,0.03520719345624982,0.06605407094764618,-0.2159158625020808
2022-11-19,NORMAL,49.73,-1.581,93.18,0.033326901046256185,0.06199464911114987,-0.21415695940078913
2022-11-20,NORMAL,75.68,-0.599,108.84,0.038149057462925864,0.0725709205186558,-0.18635556024299602
2022-11-21,NORMAL,67.76,-0.855,105.62,0.03717360805798151,0.07038687540011102,-0.15132061486813764
2022-11-22,NORMAL,62.84,-0.466,102.72,0.03628805268465739,0.0684242598211061,-0.1990643263341017
2022-11-23,NORMAL,50.82,-1.219,93.64,0.03347139440178053,0.0623038009397325,-0.2113766896984321
2022-11-24,NORMAL,45.08,-1.328,91.16,0.032690304833196245,0.06063803508374524,-0.18931830601163524
2022-11-25,NORMAL,34.7,-1.486,85.58,0.03091399407166441,0.056898267360237086,-0.20245782263171372
2022-11-26,NORMAL,32.79,-1.457,84.81,0.030666804148627387,0.05638303979432781,-0.19886589973707758
2022-11-27,NORMAL,37.43,-1.344,86.26,0.031131871458742744,0.05735343509106604,-0.1889106940184386
2022-11-28,NORMAL,44.26,-1.098,89.97,0.032313685965661317,0.0598395589703377,-0.20586707325291792
2022-11-29,NORMAL,34.7,-1.66,85.38,0.03084983753123551,0.05676442347329134,-0.13136882095814043
2022-11-30,NORMAL,28.42,-1.834,82.59,0.02995128553250283,0.05489863339126842,-0.1283720741891886
2022-12-01,NORMAL,29.23,-1.691,82.83,0.03002884295945735,0.05505903599664033,-0.1291513074117715
2022-12-02,CHEAP,16.67,-2.003,76.34,0.027913966152105285,0.05072731811172175,-0.12971040968861752
2022-12-03,NORMAL,24.86,-1.571,81.37,0.029556267261552662,0.05408352174024282,-0.16067687853848525
2022-12-04,NORMAL,22.95,-1.604,80.38,0.029234773523802444,0.053422401005976956,-0.15630889939787695
2022-12-05,NORMAL,23.77,-1.505,80.84,0.029384260099162025,0.05372955307205325,-0.18649807100472468
2022-12-06,CHEAP,19.67,-0.158,78.69,0.02868399330642824,0.052294464780613864,-0.1696471779469135
2022-12-07,NORMAL,27.32,0.457,81.97,0.029750699104822947,0.054484340726266456,-0.1692757485470355
2022-12-08,NORMAL,12.57,0.084,72.86,0.026764723823361487,0.0484091509422245,-0.16044422519173035
2022-12-09,NORMAL,19.95,0.528,78.64,0.028667660114503925,0.052261105931948895,-0.15274923297324633
2022-12-10,NORMAL,21.86,0.625,79.71,0.029016714352972033,0.052975135426418615,-0.15541885459015903
2022-12-11,NORMAL,30.05,0.8,82.37,0.029880147640815043,0.05475161304675023,-0.1308062335327249
2022-12-12,NORMAL,21.86,0.589,79.7,0.029013456782000298,0.05296846078114103,-0.0985395394364911
2022-12-13,NORMAL,21.04,0.432,79.2,0.028850467209813106,0.05263476412968948,-0.12970623189145755
2022-12-14,NORMAL,13.39,0.005,73.19,0.0027439503257588142,0.024498639620283195,-0.004109794195023941
2022-12-15,CHEAP,10.38,-0.098,71.98,0.006606024998057208,0.02795701432273776,-0.0073918153411592635
2022-12-16,CHEAP,19.4,-0.096,78.05,-0.06969510491251206,-0.04630234570392232,0.0566059388265695
2022-12-17,CHEAP,18.03,-0.203,76.63,-0.0696531078094686,-0.046741728062637974,0.056803989409649064
2022-12-18,NORMAL,17.76,0.344,76.37,-0.08700627518551,-0.06418278684692681,0.071462769297823
2022-12-19,NORMAL,19.4,0.448,77.39,-0.030373462435648174,-0.007204728748193549,0.023681372874585965
2022-12-20,NORMAL,11.2,0.406,72.45,-0.05497036384729241,-0.03346275957156703,0.044993744457379525
2022-12-21,NORMAL,10.93,0.476,72.11,-0.10994321694309371,-0.08854893322237964,0.09184493427319276
2022-12-22,NORMAL,6.28,0.317,69.92,-0.09739624832697844,-0.07672880340567997,0.08164556003561199
2022-12-23,NORMAL,2.73,0.155,67.0,-0.1092693476128993,-0.08956279315465687,0.09252722750928555
2022-12-24,NORMAL,3.83,0.249,68.3,-0.1073721264108054,-0.08723893331567206,0.09057779579944417
2022-12-25,NORMAL,10.38,0.635,71.38,-0.05149844743457331,-0.030347034668073508,0.042171288875000046
2022-12-26,NORMAL,5.46,0.491,68.81,-0.08664098848922412,-0.06633991628272669,0.07265612185730938
2022-12-27,NORMAL,5.74,0.794,69.16,-0.09631087919016273,-0.07589443049722332,0.08088195255671149
2022-12-28,NORMAL,7.65,0.855,70.07,-0.09798835973866503,-0.07727130080652847,0.08211924194572792
2022-12-29,NORMAL,4.92,0.717,68.58,-0.10729569138468102,-0.08707036470997054,0.09044458629162583
2022-12-30,NORMAL,0.0,0.314,63.92,-0.13016324643964156,-0.11146016069888673,0.11143656799253945
2022-12-31,NORMAL,0.0,0.318,63.9,-0.10692805252476245,-0.08823144930477549,0.09124957305055764
2023-01-01,NORMAL,0.0,0.221,61.64,-0.09630460757162203,-0.07833776513312488,0.08250468135544523
2023-01-02,NORMAL,0.27,0.36,62.4,-0.13899319593137838,-0.12078155742568897,0.11957653948399202
2023-01-03,NORMAL,0.27,0.329,62.24,-0.10077320083864004,-0.08261314961366309,0.08627468872052244
2023-01-04,NORMAL,0.0,0.181,60.53,-0.11684098938461962,-0.09923057222250879,0.10073868752739795
