date,regime,ivp,z,dvol,covered_call,short_strangle_ps,long_straddle
2023-01-25,CHEAP,18.31,-0.995,61.49,0.02293386421500193,0.04085246445814504,-0.14139907055000547
2023-01-26,CHEAP,8.74,-1.395,57.0,0.021388252590815355,0.03787383331975236,-0.13381606223880174
2023-01-27,CHEAP,6.01,-1.59,55.0,0.020693674121593127,0.03654774737388641,-0.11427105890764255
2023-01-28,CHEAP,5.74,-1.576,54.49,0.02051594891877423,0.036209652677477194,-0.12964587810663444
2023-01-29,CHEAP,10.93,-1.118,58.92,0.022051494051472234,0.03914725565073558,-0.13848188067432624
2023-01-30,CHEAP,8.2,-1.53,56.4,0.021180276896538515,0.03747596790130767,-0.1168779881085808
2023-01-31,CHEAP,11.2,-1.269,58.82,0.022017035767362015,0.03908092148055109,-0.10835863386046252
2023-02-01,CHEAP,10.66,-1.331,58.04,0.02174793894124345,0.03856355393911338,-0.07475037013037984
2023-02-02,CHEAP,10.11,-1.397,57.71,0.021633918083919755,0.03834468789872129,-0.09082772373616116
2023-02-03,CHEAP,5.74,-1.712,54.25,0.020432227794211427,0.03605055669318252,-0.0874322666059888
2023-02-04,CHEAP,5.46,-1.672,54.16,0.02040081821182511,0.03599089688802181,-0.08686929379171927
2023-02-05,CHEAP,7.65,-1.648,55.23,0.02077374373221216,0.03670022866870709,-0.09048788221638301
2023-02-06,CHEAP,6.56,-1.662,54.56,0.02054035723876564,0.03625605655286982,-0.07389706379395984
2023-02-07,CHEAP,4.37,-1.721,53.31,0.020103790655201636,-0.028026481508777165,0.03732416656226048
2023-02-08,CHEAP,4.1,-1.803,52.99,0.019991789477176808,-0.0030116607555457087,0.009904261782724022
2023-02-09,CHEAP,3.83,-1.915,51.95,0.019627107463627474,0.0345261039420699,-0.056745890565829016
2023-02-10,CHEAP,2.73,-0.954,48.69,0.018477210342962423,0.03236589504607222,-0.07896204359500314
2023-02-11,CHEAP,2.19,-1.075,47.13,0.006872056555211441,0.02028108421801391,-0.007714392212889512
2023-02-12,CHEAP,2.46,-1.001,47.5,-0.01353792577136689,-1.5354731951862377e-05,0.010733344639945921
2023-02-13,CHEAP,4.37,-0.678,50.65,0.0034407757076215933,0.017935591400589486,-0.004626796652098614
2023-02-14,CHEAP,3.83,-0.838,49.17,-0.042868545630301236,-0.028831780544727577,0.03707233969078917
2023-02-15,CHEAP,5.74,-1.886,52.67,0.01987969018619267,0.03500328434691298,-0.02514101647296127
2023-02-16,CHEAP,15.3,-1.468,58.8,0.015708847655892796,0.03276635945613526,-0.015448540807412231
2023-02-17,NORMAL,21.31,-0.692,60.77,0.013431697507789893,0.031119068611429504,-0.013408275217830196
2023-02-18,CHEAP,14.75,-0.921,58.37,0.02186185735366277,0.03878243187867971,-0.031060485978216326
2023-02-19,CHEAP,19.13,-0.732,59.94,0.014301747659754387,0.031723246051382964,-0.014187159805957278
2023-02-20,NORMAL,21.86,-0.65,60.75,0.02268042811802999,0.04036138405740528,-0.04774193569785737
2023-02-21,NORMAL,22.4,-0.796,60.82,-0.007477505066172608,0.010225905806909654,0.0049014194610216
2023-02-22,CHEAP,12.84,-1.187,56.83,0.02132936068962649,0.037761101161257755,-0.022677015542333312
2023-02-23,CHEAP,9.56,-1.421,54.93,-0.004035395729263116,0.0117966500719478,0.0019977946026696336
2023-02-24,CHEAP,4.64,-1.938,50.49,-0.05565399474478888,-0.0412088052900733,0.04841318016211049
2023-02-25,CHEAP,4.64,-1.899,50.29,-0.024580286688505964,-0.010197093410834891,0.020536246782539222
2023-02-26,CHEAP,5.46,-1.728,51.34,-0.050208470213622694,-0.03549934262488685,0.04342606400069847
2023-02-27,CHEAP,4.92,-1.683,50.44,-0.08101918070006514,-0.06658949410315881,0.07118829992194389
2023-02-28,CHEAP,4.92,-1.699,50.37,-0.028226717322061733,-0.013818730454438807,0.023804889909648977
2023-03-01,CHEAP,10.93,-1.204,54.71,-0.053648423382683635,-0.03788557365994142,0.04608875346850724
2023-03-02,CHEAP,8.74,-1.485,53.72,-0.09720414225154733,-0.08175205538210355,0.08500708919983979
2023-03-03,CHEAP,6.83,-1.604,52.2,-0.08590005611081114,-0.07092313453963117,0.07523087135383011
2023-03-04,CHEAP,6.56,-1.634,51.57,-0.08843737868130844,-0.07365670584980544,0.07762362844652301
2023-03-05,CHEAP,6.01,-1.627,50.84,-0.10644916007728218,-0.0918953793771241,0.0939208298895564
2023-03-06,CHEAP,7.1,-1.53,51.78,-0.08291598313767878,-0.06806993917830036,0.07264150593847651
2023-03-07,CHEAP,6.83,-1.541,51.46,-0.09994015023390423,-0.0851937014337796,0.08794593008049748
2023-03-08,CHEAP,4.64,-1.578,50.12,-0.12192790089090647,-0.10759737239501105,0.10799530016140009
2023-03-09,CHEAP,12.02,-1.698,54.39,-0.176232700439417,-0.16057041011010675,0.15514150160543985
2023-03-10,CHEAP,11.75,-1.666,54.2,-0.18714679974709425,-0.17154416644955733,0.16492458582298333
2023-03-11,NORMAL,23.5,-1.241,59.82,-0.20216341909769273,-0.18478029974465343,0.17581526136833076
2023-03-12,NORMAL,20.77,-2.012,58.87,-0.12390213533413405,-0.10682231299498329,0.10738051706327859
2023-03-13,NORMAL,34.97,-2.075,62.24,-0.049299680376898844,-0.031139629151921873,0.04135868785579777
2023-03-14,NORMAL,39.89,-1.935,63.46,-0.04252842919838956,-0.023974332585966533,0.03532694235216052
2023-03-15,NORMAL,42.35,-1.035,64.15,-0.04401910292123376,-0.02524143723851878,0.03655188828959702
2023-03-16,NORMAL,36.89,-1.264,62.45,0.011289021752672058,0.029516786897248008,-0.0115083180728556
2023-03-17,NORMAL,48.36,-0.96,66.59,0.024666755238517354,0.04423913715824791,-0.07823986681099307
2023-03-18,NORMAL,49.45,-0.91,67.25,0.02488926868612887,0.044677725606428555,-0.06912406942990679
2023-03-19,NORMAL,62.3,-0.518,73.34,0.026923879078888956,0.048728727832554594,-0.11584008972307205
2023-03-20,NORMAL,50.27,-0.967,68.23,0.02521893648600369,0.045329109621442536,-0.1200553228679579
2023-03-21,NORMAL,53.01,-0.676,70.06,0.02583221162662914,0.046545962184942356,-0.16788375860259813
2023-03-22,NORMAL,41.8,-1.207,63.89,0.023752325441387355,0.042445687562426004,-0.1367395959910441
2023-03-23,NORMAL,48.36,-0.931,66.43,0.024612752785742563,0.0441328243445101,-0.13680688048370712
2023-03-24,NORMAL,45.36,-1.018,65.06,0.024149398900490428,0.04322270110570099,-0.15330486178702946
2023-03-25,NORMAL,31.15,-1.291,61.59,0.02296807328596747,0.04091883232839078,-0.13770602575097832
2023-03-26,NORMAL,39.07,-1.126,63.23,0.023527779413233477,0.04200746672888274,-0.13233927791952588
2023-03-27,NORMAL,33.61,-1.297,62.12,0.023149226393381333,0.041270605113221476,-0.0818726282104395
2023-03-28,NORMAL,25.41,-1.528,60.13,0.022467697085887188,0.03994999346192753,-0.09699760924097242
2023-03-29,NORMAL,44.26,-1.117,64.49,0.023956110018284918,0.04284412872300505,-0.13454540089277905
2023-03-30,NORMAL,38.25,-1.18,62.74,0.023360810931464825,0.04168216333360921,-0.09766088621581902
2023-03-31,CHEAP,19.67,-1.549,58.52,0.021913604617254303,0.038881925860846454,-0.1336349078745691
2023-04-01,CHEAP,19.4,-1.548,58.17,0.021792828114214572,0.0386497771459121,-0.1257905181391013
2023-04-02,NORMAL,25.96,-1.372,60.28,0.022519197151050174,0.040049518945428846,-0.12014999757581574
2023-04-03,NORMAL,32.51,-1.209,61.83,0.023050137171099577,0.041078120824598184,-0.1119524433559109
2023-04-04,NORMAL,23.22,-1.321,59.65,0.022302755656065452,0.03963153077931026,-0.12506912164608006
2023-04-05,CHEAP,19.13,-1.484,58.02,0.021741031503733292,0.03855028899470565,-0.08856076058228528
2023-04-06,CHEAP,18.03,-0.764,57.06,0.02140903145131888,0.03791362183626642,-0.09966516025755509
2023-04-07,CHEAP,12.84,-0.972,54.5,0.020519436107479198,0.036216281778007384,-0.12758880538986594
2023-04-08,CHEAP,15.3,-0.885,55.26,0.02078418388714913,0.03672011787175741,-0.12353159621774193
2023-04-09,NORMAL,21.31,0.221,58.56,0.021927400318530407,0.03890845801781638,-0.11366261833357151
2023-04-10,NORMAL,35.25,0.799,62.16,0.023162887752682947,0.0412971555981073,-0.051578527723260076
2023-04-11,NORMAL,26.78,0.667,60.18,0.022484866107790706,0.008788915133083393,-0.0030219380204535295
2023-04-12,NORMAL,15.85,0.314,55.87,0.02099628167683394,0.015478241579985286,-0.010351187044879168
2023-04-13,NORMAL,15.57,0.666,55.47,0.02085724103035913,-0.004869619977061264,0.012018823807049411
2023-04-14,NORMAL,9.84,0.702,53.46,0.020156257465505954,0.02221060423787695,-0.017722602974296814
2023-04-15,NORMAL,10.93,0.86,53.81,0.02027859634963093,0.019691565599081008,-0.014963747011975045
2023-04-16,NORMAL,17.76,1.467,56.4,0.02118027689653861,0.02796768893035949,-0.024103740806447338
2023-04-17,NORMAL,16.39,1.554,55.6,0.020902445894136732,0.036945534397353305,-0.0464475516242822
2023-04-18,NORMAL,16.67,1.655,55.63,0.02091287550769073,0.01844891552446856,-0.013615639875937849
2023-04-19,NORMAL,16.94,1.402,55.71,0.020940683635221786,0.03701846549103295,-0.06021226073824887
2023-04-20,NORMAL,18.31,1.435,56.11,0.021079633232066814,0.0372836788334369,-0.09470757996156462
2023-04-21,NORMAL,14.48,1.235,54.82,0.020630975852443337,0.03642841734722828,-0.11613868643420196
2023-04-22,NORMAL,13.66,1.174,54.53,0.020529897101875187,0.03623616912860275,-0.11599632233670405
2023-04-23,NORMAL,12.57,1.147,54.22,0.02042175879191964,0.036030670020036355,-0.10146522768844164
2023-04-24,NORMAL,9.02,1.159,52.72,0.01989721217244484,0.03503642313831291,-0.08318755032681355
2023-04-25,NORMAL,8.74,1.142,52.38,0.01977801536110596,0.034811082647129704,-0.05513293913978945
2023-04-26,NORMAL,17.49,1.597,55.47,0.020857241030359117,0.03685934451119996,-0.05190393776766375
2023-04-27,NORMAL,16.39,1.732,55.07,0.02071804845807327,0.036594154241187296,-0.04945909369415023
2023-04-28,NORMAL,6.28,1.25,50.73,0.019197981223984695,0.033717619807602434,-0.06990010774626784
2023-04-29,NORMAL,6.28,1.226,50.68,0.019180363454406667,0.03368448696776595,-0.06622474431539195
2023-04-30,NORMAL,10.66,1.509,53.3,0.020100292102362433,0.035420845748451314,-0.0739866107554557
2023-05-01,NORMAL,10.38,1.379,53.19,0.020061801703805497,0.03534793619016015,-0.08141249815817486
2023-05-02,NORMAL,10.66,1.339,53.21,0.02006880081964645,0.03536119240890968,-0.06823376488641314
2023-05-03,NORMAL,10.11,1.353,52.92,0.019967276144915287,0.03516898000748043,-0.057288681132427535
2023-05-04,NORMAL,8.47,1.211,51.9,0.01960954849779301,0.034492967636282415,-0.05458811762928635
2023-05-05,NORMAL,8.2,1.151,51.67,0.019528746273618506,0.03244644068083809,-0.028901294502683028
2023-05-06,NORMAL,6.01,0.942,50.53,0.019127495650492043,0.0031349045753486203,0.00309988411846715
2023-05-07,NORMAL,8.74,0.896,51.68,0.01953226047251549,0.03434716970041278,-0.0799427353151478
2023-05-08,NORMAL,7.38,1.653,51.34,0.019412723678800724,0.034121851267536515,-0.07753751786797303
2023-05-09,NORMAL,10.11,1.683,51.98,0.019637641688978465,0.03454598579959096,-0.08548198711371624
2023-05-10,NORMAL,7.38,1.517,50.86,0.019243776123178534,0.03380376580514896,-0.05210384584245571
2023-05-11,NORMAL,7.65,1.351,51.21,0.019366988994290617,0.03403570186040862,-0.10237896301260882
2023-05-12,NORMAL,4.64,1.1,50.09,0.01897229122978881,0.033293528988446966,-0.0824842232983197
2023-05-13,NORMAL,3.28,0.878,48.35,0.018356688891640043,0.03214062410132845,-0.08606389998912316
2023-05-14,NORMAL,3.01,0.761,48.02,0.018239604461880672,0.031921982509625885,-0.05677469894241498
2023-05-15,NORMAL,12.02,1.25,52.28,0.01974293635576939,0.03474480747811333,-0.03185978603697996
2023-05-16,NORMAL,7.1,1.054,50.57,0.019141595857909012,0.03361159517530184,-0.06846104669694203
2023-05-17,NORMAL,4.64,1.125,49.72,0.018841633332762245,0.03304836045115677,-0.08890078265233876
2023-05-18,NORMAL,1.64,0.752,46.28,0.017620490124149346,0.030769194676011673,-0.1010388914613687
2023-05-19,NORMAL,1.91,0.973,46.52,0.017706061516941513,0.030928195783763008,-0.09510631371160516
2023-05-20,NORMAL,1.91,0.99,46.34,0.01764188827253331,0.030808944853082155,-0.10222207349836601
2023-05-21,NORMAL,3.01,1.066,47.02,0.017884153821881195,0.03125945183812801,-0.04271114908096231
2023-05-22,NORMAL,4.1,1.067,47.58,0.018083326591448227,0.03163046562721278,-0.02180191556042191
2023-05-23,NORMAL,6.83,1.58,50.08,0.011131966359710022,0.0254501074090818,-0.01153413560094857
2023-05-24,NORMAL,10.93,1.697,51.3,-0.02715551187651256,-0.012458821424264563,0.022779412347554956
2023-05-25,NORMAL,4.37,1.331,47.77,-0.027653835199521887,-0.014048321389671478,0.023472606230226067
2023-05-26,NORMAL,1.09,1.003,45.24,-0.01558294471152415,-0.0027517709995122583,0.012684399774091651
2023-05-27,NORMAL,0.55,0.648,43.09,-0.002313853959405466,0.00986429361949533,0.000668445033525672
2023-05-28,NORMAL,7.38,1.315,49.94,0.018919337799267622,0.03319413558007671,-0.04405820323157042
2023-05-29,NORMAL,3.83,1.065,47.12,0.017919742891883302,0.031325703721694825,-0.027322507095620938
2023-05-30,NORMAL,1.37,0.812,44.68,-0.01193026495631664,0.0007303767921011776,0.00938717001752963
2023-05-31,NORMAL,1.09,0.751,43.93,-0.0180265861743373,-0.005593847785221231,0.014971712416161659
2023-06-01,NORMAL,0.27,0.514,42.13,-0.015276969559653578,-0.003388930781172479,0.012549011670410365
2023-06-02,NORMAL,0.0,0.453,41.4,-0.017486352746512626,-0.005818311289676869,0.014608200757570591
2023-06-03,NORMAL,0.0,0.302,39.75,-0.02986049918430135,-0.018687791095489896,0.02607831971586068
2023-06-04,NORMAL,0.55,0.686,41.69,-0.031737817542950506,-0.01998244247162158,0.027647371591706854
2023-06-05,NORMAL,0.27,0.16,40.11,-0.07643512277251127,-0.06515456847174235,0.06886503605731238
2023-06-06,NORMAL,2.46,0.162,43.65,-0.0036394268466033233,0.008708370453746131,0.0018666429436873522
2023-06-07,NORMAL,4.37,0.337,45.63,-0.017859767967638492,-0.004909646592422073,0.01473331925861611
2023-06-08,NORMAL,0.55,0.215,41.35,-0.029154287040629445,-0.01750129477482809,0.02530666182664723
2023-06-09,NORMAL,0.55,0.009,40.8,-0.055798255741274616,-0.04431064310081173,0.0498032451883072
2023-06-10,NORMAL,2.73,0.286,43.37,-0.059294536425033476,-0.04703160269804317,0.052656584404918674
2023-06-11,NORMAL,2.46,0.304,42.81,-0.06505388567571457,-0.05296044690964789,0.05799589327281958
2023-06-12,NORMAL,6.28,0.683,46.45,-0.03396671316236531,-0.02076600184670761,0.029285352479718044
2023-06-13,NORMAL,4.92,0.573,45.38,-0.0659538488705314,-0.053079993427502525,0.05842832463969039
2023-06-14,NORMAL,4.37,0.291,44.66,-0.0794667853253632,-0.06681222824073556,0.0708311111665791
2023-06-15,NORMAL,7.38,0.437,46.63,-0.05200998975358895,-0.03875418094280278,0.04561110262829303
2023-06-16,CHEAP,4.92,-0.152,45.06,-0.016722424546794505,-0.003946098683740996,0.01372837877156853
2023-06-17,CHEAP,2.73,-0.411,42.95,-0.011743167549772896,0.0003926159614250288,0.009283399157569636
2023-06-18,CHEAP,6.01,-0.1,45.41,-0.012682158676284024,0.00020084539100719,0.010042096946973375
2023-06-19,CHEAP,5.46,-0.121,45.22,-0.005324684502755441,0.007500393411817175,0.0033646167426418655
2023-06-20,NORMAL,22.68,-0.064,52.71,0.019893707967023697,0.035029795366513586,-0.09670467965676421
2023-06-21,NORMAL,34.15,0.179,55.83,0.02098238444256113,0.0370980279411657,-0.12864129744524003
2023-06-22,CHEAP,17.76,-0.448,51.05,0.019310677777763918,0.033929673118303104,-0.12201984753955285
2023-06-23,NORMAL,22.95,-0.299,52.71,0.01989370796702369,0.03502979536651353,-0.10090520335625416
2023-06-24,CHEAP,12.57,-0.753,49.15,0.01864008972209107,0.03267068014110287,-0.062444797072010054
2023-06-25,CHEAP,13.11,-0.691,49.51,0.018767417109831742,0.03290921347111532,-0.07725480922079264
2023-06-26,CHEAP,13.11,-0.707,49.51,0.01876741710983184,0.0329092134711154,-0.08501626738184345
2023-06-27,CHEAP,12.3,-0.742,48.92,0.018558675753837458,0.03251828658309706,-0.08074470332577693
2023-06-28,CHEAP,12.02,-0.776,48.44,0.018388602585872514,0.032200254253004455,-0.08052143679302456
2023-06-29,CHEAP,3.55,-1.531,43.52,0.016632341618784255,0.028940728339844145,-0.05490710809474912
2023-06-30,CHEAP,7.65,-1.261,46.06,0.017541999999093717,0.030623444559749805,-0.07368765676618799
2023-07-01,CHEAP,9.02,-1.257,46.56,0.01772031792072471,0.030954696075138587,-0.05671322103693292
2023-07-02,CHEAP,12.02,-1.055,47.88,0.018189900188066987,0.03182922651391446,-0.07755720579720478
2023-07-03,CHEAP,14.21,-0.327,49.05,0.018604698662748536,0.03260442181802223,-0.05263984532054691
2023-07-04,CHEAP,9.29,-0.495,46.61,0.017738136218522764,0.030987821484167836,-0.05753327159890874
2023-07-05,CHEAP,8.47,-0.506,46.45,0.017681109033280615,0.03088182034893825,-0.04981729178481829
2023-07-06,CHEAP,12.84,-0.555,47.96,0.018218304972378464,0.031882229866357754,-0.08279678296834585
2023-07-07,CHEAP,5.46,-0.787,45.04,0.017177469193068975,0.029947702840185254,-0.06858263770483894
2023-07-08,CHEAP,4.64,-1.127,44.01,0.016808323213166082,0.029265344734939094,-0.06717455916326417
2023-07-09,CHEAP,4.37,-1.195,43.89,0.01676524767572367,0.029185846874326498,-0.09542223689495177
2023-07-10,CHEAP,5.46,-1.104,44.26,0.016898018132826605,0.029430965299417473,-0.07019647430451925
2023-07-11,CHEAP,4.92,-1.093,43.96,0.01679037680554257,0.029232220626890855,-0.05846711174257388
2023-07-12,CHEAP,0.82,-1.07,41.26,0.015817582562615774,0.027443492453925855,-0.06644777420972203
2023-07-13,CHEAP,7.38,-0.155,45.15,0.017216830637133907,0.030020576395309466,-0.049733869853980574
2023-07-14,CHEAP,2.46,-0.734,42.21,0.016160689652852202,0.028072869531071225,-0.06967275119072408
2023-07-15,CHEAP,3.55,-0.55,42.98,0.01643812686939193,0.028582986768069505,-0.07239645954423223
2023-07-16,CHEAP,2.19,-0.704,42.1,0.01612100756715412,0.027999995054461543,-0.06319148966265059
2023-07-17,CHEAP,3.55,-0.544,42.9,0.016409329681241754,0.028529987851609536,-0.054687792967628615
2023-07-18,NORMAL,3.01,1.881,42.67,0.01632650231902665,-0.02626380158016025,0.03439127825420234
2023-07-19,NORMAL,0.55,2.318,40.53,0.015553318752469904,-0.0470224892165892,0.06961625125784053
2023-07-20,NORMAL,1.91,2.352,41.62,0.01594770813241819,-0.03323237992777052,0.04176594877799471
2023-07-21,NORMAL,0.0,1.954,38.76,0.014910348013743609,-0.044300997918599254,0.057881921494927185
2023-07-22,NORMAL,0.27,1.986,39.07,0.01502318653891104,-0.04369109938235226,0.05262407546409642
2023-07-23,NORMAL,0.55,2.029,39.27,0.015095934163116446,-0.0418719331711962,0.05070585011375585
2023-07-24,NORMAL,0.0,1.467,38.25,0.014724499336629289,-0.0031446298800298193,0.009093517916577712
2023-07-25,NORMAL,0.0,1.35,37.77,0.014549342675348177,-0.02689819773591713,0.03445209498374051
2023-07-26,NORMAL,0.27,1.389,38.15,0.014688027592560077,-0.030409173437464285,0.03826100906381513
2023-07-27,NORMAL,0.0,1.112,36.36,0.014033468644777601,-0.0243962113864918,0.03158581574684258
2023-07-28,NORMAL,0.0,0.92,35.47,0.013706804471528132,-0.03774802764301883,0.045687716274820184
2023-07-29,NORMAL,0.0,0.81,34.96,0.013519250334257346,-0.03595080106053393,0.04369005740726001
2023-07-30,NORMAL,0.55,1.095,36.33,0.014022470643696303,0.020172178458858873,-0.01597166350666228
2023-07-31,NORMAL,1.09,1.114,36.77,0.014183682852478669,0.024468487965812927,-0.026502793771615532
2023-08-01,NORMAL,1.09,0.739,36.56,0.014106765236161365,-0.041448432519477954,0.05113180450714093
2023-08-02,NORMAL,1.64,0.638,36.82,0.014201989960444868,-0.030068529288356044,0.03770584478413379
2023-08-03,NORMAL,0.55,0.813,36.21,0.013978469472717475,-0.0305377355134333,0.03811667587047095
2023-08-04,NORMAL,0.0,0.46,34.37,0.013301943761447173,-0.028517909004733603,0.03568787375302783
2023-08-05,NORMAL,0.0,0.341,33.79,0.013087972303455642,-0.038280337293024574,0.04952056302327339
2023-08-06,NORMAL,0.27,0.391,34.03,0.01317655411686954,-0.03848750333020037,0.04841902355697962
2023-08-07,NORMAL,1.64,0.98,36.29,0.014007805216471004,-0.036830372919013865,0.044842232259917195
2023-08-08,NORMAL,5.19,1.398,39.85,0.015306674495951071,-0.0320873379530802,0.040296462941889974
2023-08-09,NORMAL,4.1,1.195,38.73,0.014899423010634962,-0.038455607814571156,0.046961232656673485
2023-08-10,NORMAL,1.37,1.075,36.2,0.013974802046302916,-0.04097591179586469,0.04986497120583723
2023-08-11,NORMAL,0.0,0.742,32.74,0.012699729967365474,-0.037702743900139474,0.06082351693046967
2023-08-12,NORMAL,0.0,0.662,32.38,0.012566356613330412,-0.03728493665600677,0.06060744784667056
2023-08-13,NORMAL,0.55,0.918,33.76,0.013076895414488218,-0.038540670526708884,0.054988736304783806
2023-08-14,NORMAL,1.91,1.212,35.01,0.01353764975763654,-0.02408438389238809,0.03106443609756461
2023-08-15,NORMAL,1.64,1.093,34.58,0.013379331057602153,-0.009035166985789954,0.014991866058312084
2023-08-16,NORMAL,4.1,1.272,36.56,0.014106765236161434,0.013390963690332899,-0.008719827007310402
2023-08-17,NORMAL,36.89,1.628,52.3,0.019749952925215336,0.03475806246020534,-0.12174436111623735
2023-08-18,CHEAP,13.39,-0.064,43.58,0.016653903171670915,0.028980477315134326,-0.0740066717484207
2023-08-19,CHEAP,12.57,-0.211,43.01,0.01644892417505859,0.028602861348587513,-0.07430444914864469
2023-08-20,CHEAP,13.11,-0.173,43.18,0.016510092017117346,0.02871548384827092,-0.0631841007249731
2023-08-21,CHEAP,10.93,-0.165,42.63,0.016312092188940603,0.028351116085541916,-0.06920877097701053
2023-08-22,CHEAP,10.38,-0.233,42.13,0.016131831150387386,0.028019869928868592,-0.07786775094142898
2023-08-23,CHEAP,14.21,-0.075,43.38,0.01658201744150654,0.028847980676651327,-0.09978125665196712
2023-08-24,CHEAP,9.84,-0.462,41.72,0.015983831144726818,0.027748245433576454,-0.07718845170475354
2023-08-25,CHEAP,3.55,-1.469,36.31,0.01401513813377952,0.024163647327695666,-0.08144451555327765
2023-08-26,CHEAP,2.73,-1.581,35.52,0.013725177821014449,0.02364008692552934,-0.07638895640721408
2023-08-27,CHEAP,3.01,-1.427,36.05,0.013919778421271073,0.023991340587062763,-0.07410439779077323
2023-08-28,CHEAP,4.92,-1.297,36.42,0.014055461897653219,0.02423654511698601,-0.07041841815169539
2023-08-29,CHEAP,9.29,-1.362,40.6,0.015578682259550758,0.027006230171503456,-0.08761487502645114
2023-08-30,CHEAP,6.83,-1.692,38.18,0.01469897017779289,0.02540282040276082,-0.0800381875947826
2023-08-31,CHEAP,3.01,-2.552,35.98,0.013894092880549451,0.023944949607298368,-0.04384229668040668
2023-09-01,CHEAP,3.55,-2.423,36.09,-0.004545655847797229,0.00553774010509998,0.002885134049093241
2023-09-02,CHEAP,3.01,-2.426,35.57,0.013743548616875663,0.023673224831294998,-0.027106399532334298
2023-09-03,CHEAP,7.38,-1.979,37.84,0.014574900882110456,0.0251775293782307,-0.036541255860629965
2023-09-04,CHEAP,8.47,-1.843,38.3,0.014742731416321764,0.025482333625755985,-0.02314156444766713
2023-09-05,CHEAP,10.11,-1.392,39.79,0.015284889466793022,0.026469574238399775,-0.025651865105875055
2023-09-06,CHEAP,9.84,-1.423,39.41,0.01514683352117249,0.02621780262593207,-0.017656816084867605
2023-09-07,CHEAP,10.11,-1.474,39.74,0.01526673251068713,0.026436446672021004,-0.035357669765935414
2023-09-08,CHEAP,11.2,-1.426,40.0,0.015361121237172823,0.026608709140847772,-0.02539143503181679
2023-09-09,CHEAP,10.38,-1.431,39.75,0.015270364103033984,0.02644307219184544,-0.030016540847760634
2023-09-10,CHEAP,12.02,-1.283,40.52,0.015549694993229854,0.0269532279499041,-0.05223620132934855
2023-09-11,NORMAL,22.13,-0.698,44.33,0.01692312162929304,0.02947733907540692,-0.06940622815974831
2023-09-12,CHEAP,19.67,-0.806,43.57,0.016650309827451443,0.028973852486764297,-0.06768428130005433
2023-09-13,NORMAL,21.86,-0.761,44.05,0.01682267855712196,0.029291844021565306,-0.08619359636059254
2023-09-14,NORMAL,14.48,0.482,41.71,0.015980219292843562,0.02774162041110924,-0.08829765234197984
2023-09-15,NORMAL,9.56,0.211,39.14,0.015048652793099283,0.026038909183924472,-0.045357222789825444
2023-09-16,NORMAL,10.38,0.271,39.52,0.015186812028220389,0.02629068438984787,-0.026714807941767435
2023-09-17,NORMAL,11.75,0.297,39.83,0.015299413221722917,0.02649607623293365,-0.03244591736190436
2023-09-18,NORMAL,14.75,0.531,41.48,0.015897119134822273,0.027589244391041514,-0.04715337677818829
2023-09-19,NORMAL,17.49,0.658,42.53,0.01627605989759785,0.028284867096195678,-0.028265858910935082
2023-09-20,NORMAL,19.67,0.781,43.01,0.01098024973240252,0.023134186905931484,-0.01147056746034121
2023-09-21,NORMAL,14.48,0.607,41.37,-0.009210924915484073,0.002448086732906758,0.007024083577176585
2023-09-22,CHEAP,7.1,-0.007,37.29,-0.044228055192930854,-0.0337889315691178,0.039563736194782165
2023-09-23,NORMAL,7.38,0.034,37.64,-0.14088823928711833,-0.13034510085460768,0.12887856172512585
2023-09-24,NORMAL,9.29,0.105,38.6,-0.14696083941408916,-0.136131796306103,0.13418309864381098
2023-09-25,NORMAL,10.66,0.192,39.25,-0.16247070332084285,-0.151447572516393,0.1482595133129279
2023-09-26,NORMAL,9.56,1.182,38.67,-0.14760174722181052,-0.1367518220363387,0.13475166211600176
2023-09-27,NORMAL,3.83,0.751,36.06,-0.14948000170604864,-0.13940548123719995,0.13733803220821905
2023-09-28,NORMAL,9.84,1.859,38.63,-0.12167597596942181,-0.11083798398066917,0.11085197574701805
2023-09-29,NORMAL,0.55,0.99,33.04,-0.14411606854497902,-0.1349306190325172,0.13331890415242137
2023-09-30,NORMAL,3.55,1.384,35.89,-0.13052296869878047,-0.12049872635492934,0.11980107051380509
2023-10-01,NORMAL,8.2,0.826,37.5,-0.09716916550670418,-0.08666764716451905,0.08849513219311807
2023-10-02,NORMAL,9.56,0.609,38.17,-0.14027384489370132,-0.12957297337242607,0.12814735233077107
2023-10-03,NORMAL,9.29,0.553,37.96,-0.12385902548288381,-0.11322068441917175,0.11304901504936282
2023-10-04,NORMAL,7.92,0.435,37.28,-0.12766028063492943,-0.11722412712860364,0.116752110801702
2023-10-05,NORMAL,7.38,0.456,36.75,-0.13828586267801593,-0.12800698769946883,0.12674354923660533
2023-10-06,NORMAL,2.73,0.286,35.06,-0.12784930177984413,-0.11807013801467195,0.11755468898895323
2023-10-07,NORMAL,9.29,0.658,37.61,-0.12124878045461439,-0.1107145622037458,0.11073184177309332
2023-10-08,NORMAL,10.38,0.672,37.85,-0.13032418639265975,-0.11971858238018473,0.1190527542153152
2023-10-09,NORMAL,8.2,0.47,36.81,-0.16905320962217196,-0.1587565430861291,0.15521965325437026
2023-10-10,NORMAL,12.57,0.468,38.53,-0.18183506204783131,-0.1710268962730452,0.16637907025039855
