date,regime,ivp,z,dvol,covered_call,short_strangle_ps,long_straddle
2022-05-09,NORMAL,43.17,2.156,84.91,0.030698935335302338,0.05644994160830132,-0.16587479586377796
2022-05-10,NORMAL,35.79,1.752,81.61,0.029634077334155094,0.05424383653542711,-0.17706772605566654
2022-05-11,RICH,89.62,2.785,101.25,0.03583659511049997,0.06743093468868103,-0.18859496894088265
2022-05-12,RICH,96.17,3.008,114.58,0.03986776624645061,0.07647777155005865,-0.18310222818195054
2022-05-13,RICH,88.25,1.74,99.66,0.03534632178302843,0.047693755958366835,-0.05279094059055578
2022-05-14,NORMAL,76.78,1.187,93.57,0.03344941759578521,-0.06550866654504926,0.07961574586780035
2022-05-15,NORMAL,72.95,1.11,92.34,0.033062590426249386,-0.12261065896757398,0.20984886996524377
2022-05-16,RICH,83.61,1.505,96.37,0.03432533394914507,-0.1218823775209588,0.16642188120238977
2022-05-17,NORMAL,69.4,1.147,91.46,0.03278506381758989,-0.1201514257721988,0.19923846275323268
2022-05-18,RICH,89.62,1.833,100.59,0.03563333357168514,-0.14232427209316323,0.27790555720650045
2022-05-19,NORMAL,69.13,0.942,91.11,0.03267450435994082,-0.15006277137429475,0.43778693952497383
2022-05-20,NORMAL,57.92,0.737,88.56,0.0318659015999606,-0.12341917248859512,0.25458308535717733
2022-05-21,NORMAL,41.53,0.399,84.12,0.030444865879655048,-0.11027956835795544,0.19322276931306503
2022-05-22,NORMAL,37.7,0.186,82.49,0.02991895529729485,-0.12293128102642568,0.3184236581033253
2022-05-23,NORMAL,37.98,0.429,82.54,0.029935121491786877,-0.1138324324240867,0.24026768523519101
2022-05-24,NORMAL,36.89,0.423,82.27,0.029847798444959852,-0.11128704488936123,0.22151203826358248
2022-05-25,NORMAL,38.52,0.45,82.57,0.029944820174644986,-0.10728542112114395,0.18414238576807598
2022-05-26,NORMAL,36.07,0.373,81.63,0.02964055925893377,-0.10309020407534794,0.15803651241977384
2022-05-27,NORMAL,44.81,0.6,84.72,0.030637878773973132,-0.10576092550385721,0.14929959305487156
2022-05-28,NORMAL,33.88,0.289,80.91,0.029406991970830444,-0.10659728741120425,0.19594729511910017
2022-05-29,NORMAL,35.52,0.095,81.2,0.02950112164706559,-0.12272315336385589,0.3321537446614124
2022-05-30,NORMAL,27.87,-0.463,75.39,0.02760130027405627,-0.12677621105656828,0.44498529524812325
2022-05-31,NORMAL,23.5,-0.649,73.06,0.026831063463358645,-0.12199985160970828,0.43419824266587875
2022-06-01,NORMAL,26.5,-0.582,74.75,0.027390212716544966,-0.11972891223192522,0.38897257812229075
2022-06-02,NORMAL,24.04,-0.321,73.43,0.026953697843235723,-0.12076168190798281,0.4171794566212884
2022-06-03,CHEAP,19.4,-0.526,71.33,0.0262560434436193,-0.1138980253407712,0.38202395218424967
2022-06-04,CHEAP,18.58,-0.499,70.96,0.026132714477821183,-0.10452391657521667,0.29669411179383476
2022-06-05,NORMAL,22.13,-0.625,72.04,0.026492358071226997,-0.1147471531259936,0.3800415089223034
2022-06-06,CHEAP,15.03,-0.901,68.51,0.025312967201334573,-0.09971407721026082,0.28263520388816643
2022-06-07,NORMAL,20.49,-0.682,71.51,0.02631599692175186,-0.09834996245200808,0.2300543578127281
2022-06-08,NORMAL,21.58,0.136,71.7,0.026379249650114976,-0.09920610682679591,0.23589027817392433
2022-06-09,NORMAL,24.59,0.789,72.57,0.026668467975999536,-0.10026964534815327,0.235179101752122
2022-06-10,NORMAL,24.59,0.766,72.55,0.026661826875129364,-0.10283738992441896,0.25980144078587586
2022-06-11,NORMAL,29.78,0.65,75.05,0.02748920513368418,-0.10190279928621163,0.22037835379389858
2022-06-12,RICH,85.52,1.312,93.99,0.03358121757184341,-0.025162248282807664,0.03291670809806729
2022-06-13,RICH,98.09,1.979,106.0,0.03728914995557079,0.07064434847826731,-0.11004976021171695
2022-06-14,RICH,96.72,1.12,103.09,0.03640141141491757,0.0686744389079004,-0.23892542995831878
2022-06-15,NORMAL,66.12,-0.392,89.15,0.03205347587686776,0.05928964900742509,-0.1550711231769644
2022-06-16,RICH,99.73,2.39,119.65,0.041364747481208934,0.07994412847500598,-0.2669294293237881
2022-06-17,RICH,99.18,1.009,108.67,0.03809776297699151,0.07245548146563754,-0.12321239986907623
2022-06-18,RICH,99.45,1.516,115.03,0.04000142950818258,0.0767848288625132,-0.11433937928757429
2022-06-19,NORMAL,98.91,0.393,109.97,0.03848943876283799,0.07333863456471268,-0.11999382335654937
2022-06-20,NORMAL,93.17,-0.919,99.27,0.035225753397121466,0.06609454049182636,-0.15739186248519163
2022-06-21,NORMAL,91.26,-1.148,97.96,0.03481986208883035,0.06521131256115939,-0.10195895106839911
2022-06-22,NORMAL,93.72,-1.05,99.76,0.03537721687906055,0.06642510121281317,-0.13604152432726596
2022-06-23,NORMAL,76.23,-1.991,91.46,0.032785063817589874,0.0608394144741158,-0.14078271302648276
2022-06-24,NORMAL,73.77,-2.181,90.66,0.032532206036747446,0.06030247731720327,-0.1960137007468163
2022-06-25,NORMAL,56.01,-2.534,86.66,0.03125985092296511,0.05762125268149335,-0.19182089502329663
2022-06-26,NORMAL,71.58,-1.86,90.26,0.0324055763465437,0.06003409761233023,-0.216022552769039
2022-06-27,NORMAL,66.12,-1.811,89.09,0.03203441391746024,0.05924942117021623,-0.1222210026125296
2022-06-28,NORMAL,60.93,-1.954,87.5,0.0315281658695482,0.05818384559884754,-0.04630526839345647
2022-06-29,NORMAL,77.6,-1.492,91.37,0.032756644013779805,0.060778997116230304,-0.03127904938771586
2022-06-30,NORMAL,87.7,-1.169,94.14,0.033628253614547826,0.06263993002129883,-0.04945609772404641
2022-07-01,NORMAL,84.15,-1.265,92.97,0.033260878340015114,0.06185354205191329,-0.04070456050561369
2022-07-02,NORMAL,80.87,-1.327,92.23,0.03302793488098327,0.06135644355863915,-0.05574679997588261
2022-07-03,NORMAL,80.05,-1.0,92.07,0.032977508833594786,0.06124899042388095,-0.05151033262658883
2022-07-04,NORMAL,58.2,-1.678,86.99,0.03136533171071711,0.057842242727516376,-0.08825357472407809
2022-07-05,NORMAL,54.64,-1.583,86.08,0.03107423633079996,0.05723293461351329,-0.07514418082627938
2022-07-06,NORMAL,41.26,-1.924,82.25,0.02984132757108089,0.05467142629926127,-0.07757949575711706
2022-07-07,NORMAL,39.89,-2.293,81.35,0.029549780840150777,0.0540701629399815,-0.141469152517388
2022-07-08,NORMAL,33.88,-2.433,78.39,0.028585961388509093,0.05209432187349484,-0.09605229795398162
2022-07-09,NORMAL,26.78,-2.575,73.55,0.026993444982312948,0.0488685593229516,-0.06912199813269486
2022-07-10,NORMAL,32.24,-1.795,75.86,0.027756087122993007,0.050407395794698856,-0.07130932086040527
2022-07-11,NORMAL,37.16,-1.091,80.52,-0.0034494254708539555,0.02078616128364895,0.0009938263647586987
2022-07-12,NORMAL,54.92,-0.013,85.86,0.02972217785229252,0.05580409274611245,-0.026395673603828995
2022-07-13,NORMAL,38.52,-0.227,80.89,0.004785000865688296,0.029147446128792723,-0.005869962577029514
2022-07-14,NORMAL,41.26,-0.251,81.35,0.029549780840150763,0.05407016293998147,-0.03070970098509751
2022-07-15,NORMAL,34.97,0.173,78.7,0.028687259682778833,0.052301136632074016,-0.042838288068862085
2022-07-16,NORMAL,43.44,0.547,81.99,0.029757174810374067,0.05449770320237467,-0.08802271084920531
2022-07-17,NORMAL,41.26,1.068,81.29,0.02953031949944788,0.05403008724422104,-0.1303655523771779
2022-07-18,NORMAL,47.54,1.376,83.39,0.030209617582669813,0.05543337742827679,-0.12985807985326964
2022-07-19,NORMAL,46.72,1.142,82.9,0.030051454536017486,0.05510582340256582,-0.1296547369609336
2022-07-20,NORMAL,49.45,1.17,83.99,0.030403005792101468,0.05583456555052145,-0.12429384307735755
2022-07-21,NORMAL,44.81,1.06,82.38,0.029883382086232747,0.05475829547186151,-0.10890491361478771
2022-07-22,NORMAL,50.82,1.209,84.28,0.030496366113015535,0.056028513702163434,-0.12296193472987833
2022-07-23,NORMAL,37.43,0.896,80.45,0.02925753332385281,0.053469137613464696,-0.1275712366903606
2022-07-24,NORMAL,47.81,0.997,83.17,0.030138631133658667,0.05528630319667167,-0.16900971866205833
2022-07-25,NORMAL,41.8,0.743,81.35,0.02954978084015078,0.054070162939981445,-0.16313436006522314
2022-07-26,NORMAL,42.62,0.86,81.39,0.029562753336912686,0.05409688065811502,-0.1904041460669916
2022-07-27,NORMAL,32.51,0.204,76.49,0.02796326171616124,0.05046385853565309,-0.05107485938866016
2022-07-28,NORMAL,33.06,0.126,76.89,0.028094619750169553,-0.005033098883656266,0.011710341119624657
2022-07-29,NORMAL,30.05,0.049,75.03,0.027482608117698287,-0.01348362236947731,0.021388210984688932
2022-07-30,NORMAL,35.52,0.306,78.55,0.02863825486533691,0.029307179562555102,-0.027394395336550803
2022-07-31,NORMAL,36.07,0.274,78.66,0.028674193653320496,0.0370434926726707,-0.03619029750174718
2022-08-01,NORMAL,34.7,0.343,77.69,0.028356914081389486,0.03585863632928667,-0.03470772904656261
2022-08-02,NORMAL,35.25,0.355,77.79,0.028389661396112244,0.04387307833528783,-0.043808299821481156
2022-08-03,NORMAL,32.79,0.21,75.87,0.027759378341575925,0.026317517719894466,-0.023671284245570856
2022-08-04,NORMAL,27.05,0.343,73.67,0.027033179311140697,0.0011652286558975974,0.004936849742673138
2022-08-05,NORMAL,22.68,0.203,71.85,0.02642916317780021,0.0032743819173869995,0.0026800962974935227
2022-08-06,NORMAL,21.58,0.203,71.7,0.026379249650114962,0.01935045195409063,-0.015391419942375001
2022-08-07,NORMAL,27.6,0.459,73.6,0.027010002509143163,-0.07562049765601023,0.09152238451673633
2022-08-08,NORMAL,31.69,0.751,75.17,0.027528779797852187,-0.0524332782573945,0.06539017860438193
2022-08-09,NORMAL,30.33,0.537,74.67,0.027363801278202954,0.049614501505498246,-0.06608641642556755
2022-08-10,CHEAP,18.58,-0.009,70.87,0.02610269695991036,0.024517896025974855,-0.02112710617796537
2022-08-11,NORMAL,20.77,0.122,71.48,0.026306006692192647,0.0474906544199876,-0.06149530417507258
2022-08-12,NORMAL,17.21,0.038,70.27,0.025902394135229875,0.04668564374833223,-0.06083790879859263
2022-08-13,NORMAL,18.03,0.207,70.6,0.026012600744794286,0.04690516168544652,-0.05173392326854974
2022-08-14,NORMAL,19.4,0.189,70.89,0.026109368148095436,-0.010507438218909246,0.01822123492445621
2022-08-15,NORMAL,17.21,0.203,70.2,0.02587900437778921,-0.015193484849637631,0.023505128377213552
2022-08-16,NORMAL,22.68,0.793,71.55,0.02632931597326519,-0.024519743424052498,0.033952424413072474
2022-08-17,NORMAL,34.97,1.149,75.32,0.027578230218436695,0.005249756139718904,0.0002014006578296701
2022-08-18,NORMAL,33.06,0.663,74.82,0.02741331807465446,0.04971442713247029,-0.08752988262503358
2022-08-19,NORMAL,47.54,1.159,81.24,0.02951409933584146,0.041023472662863644,-0.041116004973716036
2022-08-20,NORMAL,39.62,0.845,77.7,0.02836018920724815,0.051634085094512526,-0.08815383120557943
2022-08-21,NORMAL,41.8,1.03,79.02,0.028791737628777205,0.05251465031632402,-0.07585547023429258
2022-08-22,NORMAL,43.99,1.28,80.35,0.029225018021602663,0.05340237146061528,-0.06638588604715112
2022-08-23,NORMAL,39.89,1.065,77.78,0.02838638705898881,0.051687439373918245,-0.07663913837425815
2022-08-24,NORMAL,36.34,1.375,75.59,0.027667190860809054,0.03754159671469259,-0.03632799447178564
2022-08-25,NORMAL,30.87,1.435,73.83,0.02708613849870154,0.04905501720519695,-0.05366322307656321
2022-08-26,NORMAL,27.6,1.021,72.6,0.02667842895776514,0.048236068594044224,-0.10170846409357986
2022-08-27,NORMAL,28.14,1.036,73.03,0.026821114790450094,0.04852232842279481,-0.16829875821852547
2022-08-28,NORMAL,38.25,1.273,76.17,0.027858073888780588,0.050614005650452154,-0.12277945864244688
2022-08-29,NORMAL,29.23,0.932,73.2,0.026877480000146513,0.0486355124748511,-0.11996696313808702
2022-08-30,NORMAL,37.98,1.118,75.78,0.027729754197863297,0.0503540810304868,-0.14617967424827724
2022-08-31,NORMAL,34.97,1.018,75.04,0.027485906669934692,0.04986099456050922,-0.15035255776654025
2022-09-01,NORMAL,42.9,1.209,77.83,0.028402757868421682,0.05172078666034784,-0.14262750389607187
2022-09-02,NORMAL,33.33,0.931,74.66,0.027360499449725052,0.0496078399896773,-0.146817138117133
2022-09-03,NORMAL,43.44,1.157,77.86,0.028412579302747515,0.05174079535092076,-0.1695430521235306
2022-09-04,NORMAL,39.34,1.14,76.01,0.027805446139585657,0.05050736529186986,-0.15838471420728373
2022-09-05,NORMAL,40.44,1.169,76.88,0.02809133751427768,0.051087300644098575,-0.16868218905741147
2022-09-06,NORMAL,54.1,1.337,81.46,0.02958545187594858,0.05414363779778304,-0.13781130523173069
2022-09-07,NORMAL,39.62,1.335,76.12,0.027841630141340883,0.05058067984585947,-0.16597851897484853
2022-09-08,NORMAL,38.52,0.644,75.72,0.027710000797476826,0.05031409600452145,-0.11763205431343869
2022-09-09,NORMAL,35.79,0.556,75.12,0.027512291902563383,0.04991429472317027,-0.08339263476102396
2022-09-10,NORMAL,45.08,0.772,78.15,0.02850747920087302,0.05193422506254626,-0.054023804460683444
2022-09-11,NORMAL,46.72,0.834,78.91,0.028755833415969156,0.028406246895852635,-0.02642010390147645
2022-09-12,NORMAL,47.27,0.864,79.15,0.028834156271489934,0.019806851656437502,-0.016685676686101075
2022-09-13,NORMAL,53.01,0.288,81.07,0.029458934592329074,0.05388315204948074,-0.16406599701616786
2022-09-14,NORMAL,45.36,0.063,78.19,0.028520563064676447,0.05196090678854872,-0.13378222070672208
2022-09-15,NORMAL,40.16,0.214,76.05,0.02781860519271207,0.05053402477756737,-0.15069898503560442
2022-09-16,CHEAP,18.03,-0.167,70.57,0.026002586009618498,0.04688520457714898,-0.14164209864859995
2022-09-17,CHEAP,16.12,-0.284,69.14,0.025524276761996235,0.045934128883340954,-0.14673474287175048
2022-09-18,NORMAL,35.25,-0.342,74.86,0.027426519188117206,0.04974107488340526,-0.13999808362714972
2022-09-19,CHEAP,17.76,-0.907,70.23,0.0258890290996958,0.046659037039831666,-0.15658571314114494
2022-09-20,NORMAL,40.44,-0.483,75.86,0.027756087122992944,0.05040739579469873,-0.17756265321654174
2022-09-21,NORMAL,42.62,-0.374,76.7,0.028032242233119162,0.050967298167672856,-0.1709392978695627
2022-09-22,NORMAL,35.25,-0.569,74.81,0.027410017574905323,0.04970776525516353,-0.17672797667351983
2022-09-23,NORMAL,33.88,-0.413,74.23,0.02721843696067635,0.04932141744136326,-0.16090558363436241
2022-09-24,NORMAL,30.33,-0.526,73.21,0.02688079479891879,0.04864217056574895,-0.16443307341363475
2022-09-25,NORMAL,42.08,-0.32,75.88,0.02776266947193436,0.050420724735508946,-0.11000462495318343
2022-09-26,NORMAL,44.26,-0.581,76.71,0.028035526051813798,0.05097396475336167,-0.15812312982549076
2022-09-27,NORMAL,44.54,-0.988,76.88,0.028091337514277732,0.05108730064409869,-0.11885610280313061
2022-09-28,NORMAL,51.64,-0.839,79.4,0.028915689171512732,0.052768234435722615,-0.12200647099030167
2022-09-29,NORMAL,46.45,-1.012,77.52,0.028301223528349413,0.05151404415148335,-0.12329596426695308
2022-09-30,NORMAL,33.61,-1.321,74.06,0.027162227475543504,0.049208192738564124,-0.11701928360806804
2022-10-01,NORMAL,27.05,-1.476,72.26,0.026565490768497096,0.04800975296216467,-0.10887640395270472
2022-10-02,NORMAL,43.99,-1.097,76.42,0.027940259585069797,0.05078064415797551,-0.12297490255149651
2022-10-03,CHEAP,17.21,-1.791,70.07,0.025835554551415327,0.046552613483551934,-0.15168452804723342
2022-10-04,CHEAP,17.21,-1.55,69.87,0.02576867893671735,0.04641959137506913,-0.14850960480301992
2022-10-05,NORMAL,22.13,-1.436,71.16,0.026199394037536544,0.047277728983950516,-0.11589405871273076
2022-10-06,CHEAP,15.85,-1.271,68.73,0.025386798653147042,0.04566151799782388,-0.1048884491782483
2022-10-07,CHEAP,12.57,-1.547,65.99,0.024464125531654807,0.04384048712876127,-0.1025939707077206
2022-10-08,CHEAP,9.84,-1.741,64.84,0.02407483151805322,0.04307657920156935,-0.13439881002587953
2022-10-09,CHEAP,14.48,-1.426,67.51,0.02497681661656511,0.04485052446913333,-0.09688720436409971
2022-10-10,CHEAP,17.21,-1.301,68.98,0.025470644856371856,0.025100321307562977,-0.02161848830496746
2022-10-11,NORMAL,21.04,-0.115,70.6,0.02601260074479434,0.046905161685446575,-0.06361693230389691
2022-10-12,CHEAP,19.4,-0.169,70.2,0.02587900437778921,0.03716176883517379,-0.03525984293367532
2022-10-13,CHEAP,13.39,-0.713,66.11,0.02450467777599288,-0.007926604243420225,0.01545977942208443
2022-10-14,CHEAP,3.83,-1.208,62.08,0.023135563550978854,0.011726162156554039,-0.006320424935822244
2022-10-15,CHEAP,7.38,-1.103,62.66,0.023333529694663957,0.018418223648526928,-0.013771330945787946
2022-10-16,CHEAP,9.02,-0.123,63.27,0.023541399701839494,0.010180838543014714,-0.004640519535454246
2022-10-17,CHEAP,1.09,-0.195,60.01,0.02242648190947377,-0.03199328883615116,0.04210804912291055
2022-10-18,NORMAL,6.01,0.051,62.26,0.023197034663776546,0.006441553549624009,-0.0004592510713201381
2022-10-19,CHEAP,2.46,-0.091,60.9,0.022731841476296418,-0.0010270461566032618,0.007841024991281781
2022-10-20,NORMAL,3.83,0.011,61.44,0.022916756195788632,0.012897219339990405,-0.007601104801142539
2022-10-21,NORMAL,5.19,0.12,62.19,0.023173132799002995,-0.03787515110760367,0.048733933653286404
2022-10-22,NORMAL,5.19,0.126,62.14,0.023156057258406384,-0.05610915517040603,0.06896985875448453
2022-10-23,NORMAL,12.02,0.362,64.07,0.023813495596887394,-0.0066862821584837,0.01410464229473768
2022-10-24,NORMAL,12.57,1.139,64.31,0.023895009417610864,-0.001338846140414851,0.008148739930322835
2022-10-25,NORMAL,15.57,1.759,65.61,0.02433562322585282,-0.06598824438551786,0.08022760943127977
2022-10-26,NORMAL,16.94,1.893,66.28,0.02456210426764611,-0.07526245711226648,0.09063074333743032
2022-10-27,NORMAL,3.83,1.133,61.41,0.022906490269224974,-0.05356263795068563,0.06608838582643073
2022-10-28,NORMAL,0.0,0.275,55.08,0.020721530125747567,-0.07002647159668504,0.14934274371192321
2022-10-29,NORMAL,0.27,0.569,57.8,0.021665024848194717,-0.07165451607707563,0.12982680075057462
2022-10-30,NORMAL,1.91,0.787,60.36,0.022546655266996268,-0.06042262718271376,0.07359932393887919
2022-10-31,NORMAL,1.37,0.966,59.63,0.022295878422809823,-0.0521590392209951,0.0643908985024643
2022-11-01,NORMAL,1.91,0.996,59.92,0.022395561700833472,-0.048949361498455225,0.06086377205683813
2022-11-02,NORMAL,0.27,0.599,56.41,0.021183745947742312,-0.049687937735595905,0.06137635035366665
2022-11-03,NORMAL,0.0,0.33,53.98,0.020337975860715955,-0.06334006425442262,0.08402006592989505
2022-11-04,NORMAL,0.27,0.235,54.19,0.020411288931155323,-0.06540521623534536,0.10628213074492177
2022-11-05,NORMAL,0.82,0.397,55.9,0.021006703606960466,-0.06795707385519224,0.1128971311604264
2022-11-06,NORMAL,1.37,0.324,56.76,0.021305103147384145,-0.06757677740165373,0.09662795883605022
2022-11-07,NORMAL,2.46,0.358,59.48,0.022244287246161596,-0.026266817411577978,0.035749296311291756
2022-11-08,NORMAL,54.37,1.107,76.66,0.028019106078675957,0.0509406320814568,-0.12417403864630736
2022-11-09,RICH,99.18,3.839,114.72,0.03990936706518908,0.07657328811541997,-0.2467557002685973
2022-11-10,RICH,94.81,1.66,93.12,0.03330804115048385,0.061954331057678905,-0.21743819407447457
2022-11-11,RICH,97.54,2.391,102.11,0.03610092409770052,0.06801194227590554,-0.23504502828257906
2022-11-12,RICH,97.54,2.361,102.92,0.03634934130371666,0.0685594837666306,-0.22141837167017778
2022-11-13,RICH,98.09,2.677,107.88,0.03785909630359214,0.07191922534716763,-0.20061183397314625
2022-11-14,RICH,95.36,1.826,98.18,0.034888124680067654,0.0653595889591242,-0.18634603223182494
2022-11-15,RICH,89.07,1.135,89.99,0.03232002549806251,0.05985297444442475,-0.17622748271593394
2022-11-16,RICH,95.36,1.814,98.64,0.0350307280967832,0.06566968892956825,-0.22678545740794603
2022-11-17,NORMAL,56.28,-0.012,76.97,0.028120874473037502,0.05114730501479716,-0.18440536409106872
2022-11-18,NORMAL,45.63,-0.183,74.71,0.02737700770610538,0.049641147809295016,-0.17099380314123208
2022-11-19,NORMAL,37.43,-0.38,72.41,0.026615329168318432,0.048109594922284005,-0.16791851838341149
2022-11-20,NORMAL,65.3,0.173,80.26,0.029195746826103267,0.053342284367179006,-0.1439704819720221
2022-11-21,NORMAL,68.03,0.218,80.81,0.029374516568400552,0.05370951955501376,-0.12838309670858816
2022-11-22,NORMAL,63.93,0.154,79.71,0.029016714352972046,0.05297513542641858,-0.17361162142579187
2022-11-23,NORMAL,50.0,-0.163,75.27,0.027561748955393376,0.05001423674067064,-0.16604741715651175
2022-11-24,NORMAL,36.89,-0.358,72.21,0.02654887350048013,0.04797647341646947,-0.1506141574393025
2022-11-25,CHEAP,16.67,-0.819,64.89,0.0240917825501633,0.04310978803109891,-0.13966494320092948
2022-11-26,CHEAP,18.85,-0.743,65.49,0.024295016098726686,0.04350832605416377,-0.1384844989616395
2022-11-27,NORMAL,21.58,-0.603,67.12,0.024845471657279388,0.04459133078767027,-0.13507082411125604
2022-11-28,NORMAL,22.4,-0.603,67.44,0.02495325206780992,0.044804000482795966,-0.15610657878536474
2022-11-29,CHEAP,16.12,-0.907,64.8,0.024061269040195104,0.04305001243070478,-0.13063944859021923
2022-11-30,CHEAP,15.3,-0.977,64.05,0.023806700385994223,0.042551933007411544,-0.12336727348893989
2022-12-01,CHEAP,4.1,-1.236,60.05,0.022440221795782388,0.03989691436151625,-0.11738614012538814
2022-12-02,CHEAP,1.91,-1.139,58.75,0.021992909387172153,0.039034488248334054,-0.1260137080366353
2022-12-03,CHEAP,7.1,-0.929,61.15,0.02281748386061673,0.04062682384691849,-0.13063594019195127
2022-12-04,CHEAP,8.47,-0.876,61.84,0.023053555339437946,0.04108475801822018,-0.12273683241889712
2022-12-05,CHEAP,1.09,-1.226,56.01,0.021044910051442198,0.03721737410457046,-0.12317594449627232
2022-12-06,CHEAP,1.64,-0.498,56.74,0.02129817157048983,0.03770142060049112,-0.13416385785389556
2022-12-07,NORMAL,9.02,0.932,61.83,0.023050137171099556,0.04107812082459814,-0.14064222720608816
2022-12-08,NORMAL,0.82,0.533,55.71,0.020940683635221814,0.037018465491032986,-0.11939665699567446
2022-12-09,NORMAL,2.73,0.923,58.71,0.021979120820004756,0.03900795522556075,-0.137736289911601
2022-12-10,NORMAL,4.37,0.99,59.55,0.022268365748227142,0.0395651879500247,-0.14140290725084892
2022-12-11,NORMAL,9.84,1.131,61.79,0.023036463569802577,0.041051572188991726,-0.11749623467017509
2022-12-12,NORMAL,8.47,1.046,61.15,0.02281748386061673,0.04062682384691848,-0.09328347027915161
2022-12-13,NORMAL,7.38,0.795,60.66,0.022649570043167276,0.04030166299986993,-0.09066409667137378
2022-12-14,NORMAL,0.82,0.365,55.19,-0.026568377985373277,-0.010654490326962779,0.0219930448983178
2022-12-15,NORMAL,2.73,0.554,57.74,-0.021672386398448852,-0.0049520899241629335,0.017503957336675785
2022-12-16,NORMAL,18.31,0.714,63.31,-0.0655372148851523,-0.04703165251688351,0.05536709464495798
2022-12-17,NORMAL,14.75,0.624,62.29,-0.06950337754346467,-0.051327208233094744,0.058980595401802866
2022-12-18,NORMAL,26.23,1.211,66.48,-0.06654268700124419,-0.04700627144697005,0.05575827622152674
2022-12-19,NORMAL,19.95,1.009,63.62,-0.04815215435988686,-0.02954626124586269,0.040201493048350495
2022-12-20,NORMAL,6.56,1.097,60.1,-0.06244504675289349,-0.044972352600039754,0.05313576103102799
2022-12-21,NORMAL,3.83,0.998,59.12,-0.1334618597355823,-0.116302314743283,0.11571751176884984
2022-12-22,NORMAL,1.91,0.756,56.14,-0.1481481099525097,-0.13193458785590578,0.12959852569563968
2022-12-23,NORMAL,0.0,0.551,53.67,-0.1463066984335741,-0.13087027981295654,0.12875916176653462
2022-12-24,NORMAL,0.0,0.431,52.35,-0.16333568996959277,-0.14831198260911607,0.1443988621576535
2022-12-25,NORMAL,0.55,0.614,53.68,-0.14726418129788593,-0.13182462923370464,0.12960887910942667
2022-12-26,NORMAL,0.27,0.595,53.22,-0.15654180638393259,-0.14124628608887668,0.13803054870718462
2022-12-27,NORMAL,1.37,0.732,54.05,-0.16959139219801272,-0.1540358302087652,0.1493610976634372
2022-12-28,NORMAL,4.37,0.988,57.19,-0.16470019792507554,-0.14815440703670799,0.14387900354541697
2022-12-29,NORMAL,1.91,0.759,54.59,-0.1813793344769571,-0.16565420694418218,0.15963943977700298
2022-12-30,NORMAL,0.0,0.341,49.82,-0.20241544314946902,-0.1881777809078016,0.18042942619063346
2022-12-31,NORMAL,0.0,0.199,48.31,-0.18450795296909175,-0.17073633356329168,0.16493580920179265
2023-01-01,NORMAL,0.0,0.111,46.96,-0.1820067054326674,-0.16864980029143128,0.16321219335342776
2023-01-02,NORMAL,0.82,0.412,50.02,-0.1987463583137787,-0.18444679538759853,0.17704508551242676
2023-01-03,NORMAL,0.55,0.334,48.95,-0.18247914807711263,-0.16851028207355287,0.16285228331297513
2023-01-04,NORMAL,0.0,0.129,46.87,-0.1859048636170354,-0.17257554102220343,0.16677610411879973
2023-01-05,NORMAL,0.0,0.107,45.45,-0.19246803891710274,-0.17957283528973722,0.1733081202151926
2023-01-06,CHEAP,0.0,-0.113,43.61,-0.1711366884372792,-0.15880101924828988,0.15462054600551384
2023-01-07,CHEAP,0.0,-0.289,42.02,-0.17521433720395224,-0.16335948217096977,0.15894378427160705
2023-01-08,CHEAP,0.27,-0.231,42.79,-0.17314845047448066,-0.1610610593810205,0.15676344751271876
2023-01-09,CHEAP,0.82,-0.078,44.06,-0.15037255122553678,-0.13790034952784566,0.13553648765709794
2023-01-10,NORMAL,1.37,0.399,45.47,-0.10496141253168478,-0.0920601085266113,0.09383671869052289
2023-01-11,NORMAL,2.19,0.207,47.55,-0.05751889747979349,-0.04398097219631125,0.050477646188349226
2023-01-12,NORMAL,3.55,0.272,51.42,-0.015453362628935274,-0.0007193558665342728,0.012291122400681767
2023-01-13,CHEAP,15.57,-0.187,61.12,0.02280720984517261,0.040606915127331895,-0.1028115711846882
2023-01-14,NORMAL,53.55,1.05,73.62,0.027016624897244015,0.04891517208501692,-0.12940029762885577
2023-01-15,NORMAL,39.62,0.676,70.2,0.025879004377789165,0.04663908222391723,-0.12340768915079547
2023-01-16,NORMAL,28.96,0.108,64.92,0.013593277187128454,0.032621038643354014,-0.013471440579361782
2023-01-17,NORMAL,25.14,-0.055,63.35,0.02356863584840137,0.042087138319345505,-0.05279965325405139
2023-01-18,NORMAL,25.14,-0.216,63.34,-0.00230203147965808,0.016213235804569577,0.0003318101852486932
2023-01-19,CHEAP,8.47,-0.884,56.9,-0.014925134420917367,0.0015287719108564302,0.011586798620822986
2023-01-20,CHEAP,10.93,-1.299,59.48,0.02224428724616157,0.03951874869044177,-0.06720859196602233
2023-01-21,NORMAL,31.97,-0.622,65.79,0.024396509204159488,0.04370761760379645,-0.07340657398235056
2023-01-22,CHEAP,19.13,-1.045,61.99,0.023104816731874984,0.041184317595388334,-0.09157980075892475
2023-01-23,NORMAL,28.96,-0.774,64.38,0.023918774301864214,0.04277107691877603,-0.09976760088677133
2023-01-24,CHEAP,17.21,-1.075,61.33,0.02287911037580321,0.040746278697337455,-0.09955498476190824
